tempo(ms),temperatura(C),umidade(%),pressao(Pa),co2(ppm),luminosidade(%),acelX(m/s2),accelY,acelZ,giroX(graus/s),giroY,giroZ,magX(uT),magY,magZ,bateria(%)
0,14.29,41.32,91054.99,432.00,86.00,-0.07,0.05,-9.85,-0.03,0.00,-0.02,35.96,18.75,-17.04,77
527,14.29,41.32,91051.20,432.00,87.00,-0.05,0.10,-9.83,-0.06,-0.03,0.01,36.32,17.69,-18.07,77
1047,14.30,41.42,91053.83,400.00,88.00,-0.06,0.10,-9.84,-0.03,-0.03,0.04,36.32,21.23,-17.38,77
1567,14.30,41.42,91053.87,400.00,88.00,-0.04,0.09,-9.83,0.03,0.03,0.01,35.61,19.81,-16.36,77
2094,14.30,41.42,91054.31,1494.00,90.00,-0.03,0.10,-9.85,-0.00,-0.06,0.01,35.61,21.23,-17.73,77
2613,14.30,41.42,91054.48,1494.00,91.00,-0.05,0.09,-9.77,-0.03,0.03,0.01,35.08,20.34,-17.56,78
3129,14.30,41.42,91053.10,1494.00,91.00,-0.06,0.09,-9.80,0.03,0.00,0.01,36.14,19.99,-16.87,78
3643,14.29,41.59,91052.53,1389.00,91.00,-0.05,0.08,-9.89,-0.00,0.00,-0.02,35.96,21.23,-17.38,78
4159,14.29,41.59,91054.53,1389.00,91.00,-0.06,0.10,-9.79,-0.00,0.00,0.04,36.67,19.10,-16.70,78
4673,14.29,41.59,91054.14,1341.00,91.00,-0.06,0.10,-9.85,-0.00,-0.06,0.04,37.20,20.70,-15.85,79
5193,14.29,41.59,91054.61,1341.00,91.00,-0.05,0.09,-9.87,-0.03,0.03,0.04,35.96,19.10,-16.70,79
5710,14.29,41.76,91050.29,1307.00,91.00,-0.06,0.09,-9.86,-0.06,0.00,-0.02,35.79,22.11,-16.19,79
6226,14.29,41.76,91053.05,1307.00,91.00,-0.05,0.09,-9.81,-0.00,-0.03,0.01,36.14,21.40,-16.53,79
6741,14.29,41.76,91056.96,1262.00,92.00,-0.07,0.10,-9.84,-0.00,-0.03,0.07,36.67,21.93,-16.36,79
7257,14.29,41.76,91058.80,1262.00,92.00,-0.06,0.09,-9.85,-0.00,0.03,0.04,35.61,21.23,-16.36,80
7777,14.29,41.76,91054.78,1262.00,91.00,-0.04,0.11,-9.82,-0.03,-0.06,0.01,37.02,19.81,-17.73,80
8291,14.29,41.76,91058.09,1248.00,92.00,-0.04,0.08,-9.86,0.03,0.00,-0.11,36.85,21.05,-16.87,80
8808,14.29,41.76,91052.86,1248.00,91.00,-0.05,0.11,-9.83,0.03,-0.03,0.04,36.32,20.87,-16.36,80
9322,14.29,41.76,91055.50,1198.00,92.00,-0.04,0.11,-9.87,-0.00,0.00,-0.05,37.55,20.34,-15.85,81
9838,14.29,41.76,91054.82,1198.00,91.00,-0.06,0.10,-9.82,-0.00,0.00,0.07,36.14,20.34,-16.53,81
10360,14.29,41.95,91052.47,1171.00,91.00,-0.04,0.09,-9.83,-0.00,0.03,0.04,35.96,20.87,-16.70,81
10876,14.29,41.95,91054.91,1171.00,92.00,-0.06,0.10,-9.83,-0.00,0.03,0.07,35.96,19.81,-16.36,82
11393,14.29,41.95,91055.67,1171.00,91.00,-0.06,0.09,-9.80,-0.03,0.00,0.01,35.08,22.46,-16.19,82
11908,14.29,41.95,91053.31,1171.00,92.00,-0.07,0.09,-9.82,0.03,0.00,0.04,35.96,20.52,-17.73,82
12423,14.29,41.95,91052.80,1171.00,91.00,-0.06,0.08,-9.83,-0.06,-0.03,-0.05,36.32,19.46,-16.70,82
12943,14.28,41.89,91052.43,1198.00,91.00,-0.04,0.08,-9.84,-0.00,0.06,-0.02,35.61,19.81,-16.36,82
13461,14.28,41.89,91053.36,1198.00,91.00,-0.06,0.10,-9.79,0.03,0.03,-0.02,36.49,20.34,-17.21,82
13975,14.28,41.89,91055.48,1171.00,91.00,-0.04,0.07,-9.82,0.03,-0.03,0.10,36.85,20.70,-17.21,82
14491,14.28,41.89,91053.77,1171.00,92.00,-0.05,0.07,-9.81,-0.06,-0.03,0.04,36.14,19.63,-17.56,82
15005,14.28,41.86,91056.45,1171.00,91.00,-0.04,0.06,-9.83,0.03,0.00,0.04,36.49,19.63,-17.56,82
15522,14.28,41.86,91057.73,1171.00,91.00,-0.05,0.09,-9.83,-0.06,-0.03,0.01,37.90,21.05,-15.85,82
16041,14.28,41.86,91056.61,1171.00,92.00,-0.03,0.11,-9.87,-0.00,0.00,-0.02,36.14,20.34,-16.87,82
16558,14.28,41.86,91053.93,1171.00,92.00,-0.06,0.08,-9.83,-0.00,0.03,-0.02,36.49,20.34,-17.56,82
17073,14.28,41.86,91054.27,1171.00,92.00,-0.04,0.08,-9.87,0.03,-0.06,0.01,35.44,19.63,-15.85,82
17589,14.28,41.86,91053.68,1171.00,91.00,-0.06,0.11,-9.83,-0.03,0.00,0.07,36.32,20.52,-16.70,82
18104,14.28,41.86,91054.98,1171.00,92.00,-0.06,0.09,-9.84,0.06,-0.03,0.01,36.14,19.99,-16.19,82
18625,14.28,41.86,91055.44,1131.00,91.00,-0.06,0.11,-9.83,-0.03,0.00,0.01,36.85,19.99,-16.19,82
19141,14.28,41.86,91054.77,1131.00,92.00,-0.08,0.10,-9.81,0.03,0.00,0.01,36.85,19.28,-16.87,82
19655,14.28,41.86,91056.91,1131.00,91.00,-0.08,0.08,-9.89,0.03,0.00,-0.02,36.14,21.05,-17.21,82
20171,14.28,42.05,91057.76,1131.00,91.00,-0.05,0.08,-9.88,0.06,0.03,0.04,36.85,20.34,-15.85,82
20685,14.28,42.05,91054.26,1131.00,92.00,-0.04,0.10,-9.84,0.03,0.00,0.04,37.55,19.63,-14.83,82
21232,14.28,42.05,91057.73,1118.00,92.00,-0.05,0.10,-9.83,0.06,-0.03,0.04,37.02,20.52,-16.70,82
21756,14.28,42.05,91058.41,1118.00,91.00,-0.05,0.06,-9.88,-0.06,0.00,0.01,36.49,19.63,-16.53,82
22279,14.28,42.45,91054.33,1118.00,91.00,-0.06,0.08,-9.88,-0.03,-0.06,-0.02,35.44,19.63,-16.53,82
22800,14.28,42.45,91055.95,1118.00,91.00,-0.04,0.09,-9.82,0.03,0.03,0.04,35.61,20.52,-17.38,82
23324,14.28,42.45,91056.73,1144.00,92.00,-0.06,0.05,-9.84,0.03,0.03,0.01,37.02,19.81,-16.36,82
23844,14.28,42.45,91054.72,1144.00,92.00,-0.04,0.11,-9.82,0.03,0.00,-0.02,36.14,20.34,-16.53,82
24371,14.28,42.45,91054.05,1144.00,91.00,-0.06,0.09,-9.83,-0.00,-0.06,0.07,36.32,19.81,-17.04,82
24895,14.28,42.56,91053.56,1102.00,91.00,-0.05,0.10,-9.85,-0.00,0.00,0.04,37.02,20.87,-18.75,82
25418,14.28,42.56,91053.72,1102.00,92.00,-0.07,0.08,-9.83,-0.00,-0.03,0.01,35.96,19.81,-16.36,82
25940,14.28,42.56,91054.72,1077.00,92.00,-0.03,0.07,-9.84,-0.03,-0.03,0.01,34.55,20.52,-17.04,82
26463,14.28,42.56,91054.86,1077.00,91.00,-0.06,0.10,-9.82,-0.00,0.09,0.01,36.67,20.16,-15.34,82
26990,14.29,42.56,91054.00,1090.00,92.00,-0.06,0.09,-9.81,-0.06,-0.03,0.04,36.14,19.63,-17.21,82
27511,14.29,42.56,91056.39,1090.00,92.00,-0.05,0.09,-9.83,0.03,0.00,0.01,36.49,21.05,-17.90,82
28035,14.29,42.56,91053.52,1077.00,91.00,-0.07,0.06,-9.81,-0.00,0.06,0.04,36.67,19.46,-18.07,82
28555,14.29,42.56,91057.16,1077.00,92.00,-0.06,0.09,-9.84,0.03,-0.03,0.10,35.79,20.34,-17.56,82
29078,14.29,42.56,91055.02,1077.00,91.00,-0.06,0.11,-9.82,-0.06,0.00,-0.05,35.26,19.46,-18.07,82
29604,14.29,42.56,91055.83,1090.00,92.00,-0.06,0.09,-9.86,-0.03,0.00,-0.05,36.49,21.05,-17.21,82
30129,14.29,42.56,91056.53,1090.00,91.00,-0.04,0.12,-9.83,-0.06,0.00,-0.02,35.61,20.52,-16.02,82
30651,14.29,42.56,91054.52,1090.00,92.00,-0.08,0.11,-9.87,0.03,0.00,0.07,36.14,19.28,-17.56,82
31174,14.29,42.56,91053.84,1090.00,92.00,-0.04,0.08,-9.85,-0.03,0.00,0.07,35.96,20.87,-17.38,82
31698,14.30,42.66,91055.67,1102.00,92.00,-0.03,0.13,-9.83,-0.09,0.00,0.07,35.79,20.34,-17.21,82
32225,14.30,42.66,91057.38,1102.00,92.00,-0.06,0.08,-9.81,-0.03,0.09,0.01,35.08,21.05,-15.17,82
32749,14.30,42.66,91054.77,1144.00,92.00,-0.05,0.09,-9.83,-0.06,-0.06,-0.02,35.96,20.52,-15.34,82
33269,14.30,42.66,91058.60,1144.00,91.00,-0.08,0.09,-9.85,0.03,0.00,0.04,36.67,21.23,-17.04,82
33792,14.30,42.66,91055.59,1144.00,92.00,-0.04,0.09,-9.86,-0.03,0.03,0.01,35.44,21.05,-16.53,82
34312,14.31,42.72,91054.94,1090.00,92.00,-0.06,0.11,-9.85,0.03,-0.06,0.04,34.20,20.52,-16.36,82
34836,14.31,42.72,91055.31,1090.00,92.00,-0.04,0.10,-9.80,-0.00,-0.03,0.04,35.61,20.52,-17.38,82
35361,14.31,42.72,91056.94,1077.00,91.00,-0.08,0.11,-9.86,-0.00,0.00,0.01,35.79,20.34,-15.85,82
35883,14.31,42.72,91056.59,1077.00,91.00,-0.06,0.07,-9.88,-0.03,-0.06,0.04,35.79,21.40,-16.87,82
36406,14.31,42.82,91053.61,1118.00,91.00,-0.06,0.10,-9.87,-0.03,0.00,0.04,35.08,19.63,-16.19,82
36929,14.31,42.82,91054.06,1118.00,92.00,-0.05,0.08,-9.84,-0.00,0.00,0.07,37.02,20.16,-17.38,82
37451,14.31,42.82,91054.52,1065.00,92.00,-0.08,0.10,-9.80,0.06,-0.03,0.01,37.55,19.63,-17.56,82
37977,14.31,42.82,91055.36,1065.00,92.00,-0.06,0.10,-9.87,-0.00,0.09,0.01,35.96,21.23,-17.38,82
38500,14.31,42.82,91052.51,1065.00,92.00,-0.07,0.10,-9.81,0.03,0.03,0.01,36.32,19.81,-16.36,82
39021,14.31,43.02,91055.23,1065.00,91.00,-0.06,0.11,-9.84,-0.06,-0.03,-0.05,36.32,19.10,-17.38,82
39544,14.31,43.02,91054.39,1065.00,92.00,-0.06,0.09,-9.82,-0.03,0.00,-0.02,34.91,18.75,-17.38,82
40064,14.31,43.02,91052.86,1053.00,91.00,-0.08,0.09,-9.86,0.06,-0.03,0.01,35.96,21.58,-16.70,82
40590,14.31,43.02,91055.20,1053.00,92.00,-0.05,0.11,-9.84,-0.00,0.03,-0.02,36.14,22.46,-17.56,82
41113,14.31,43.22,91054.70,1041.00,92.00,-0.07,0.09,-9.86,0.03,-0.03,0.04,36.32,20.16,-17.73,82
41636,14.31,43.22,91055.79,1041.00,91.00,-0.07,0.10,-9.83,0.03,-0.06,0.01,35.79,20.70,-18.58,82
42158,14.31,43.22,91056.89,1053.00,91.00,-0.05,0.08,-9.88,-0.00,0.03,-0.05,35.44,20.34,-17.56,82
42679,14.31,43.22,91055.87,1053.00,91.00,-0.07,0.09,-9.82,-0.12,0.03,0.01,36.49,19.63,-17.21,82
43226,14.31,43.22,91055.36,1053.00,91.00,-0.03,0.10,-9.92,-0.09,-0.03,0.04,35.44,21.76,-16.87,82
43752,14.31,43.49,91056.00,1041.00,91.00,-0.06,0.09,-9.86,-0.06,-0.03,0.01,35.61,20.52,-17.38,82
44274,14.31,43.49,91055.36,1041.00,92.00,-0.03,0.11,-9.86,-0.03,0.00,0.01,34.55,21.23,-16.36,82
44796,14.31,43.49,91057.30,1041.00,91.00,-0.08,0.09,-9.81,-0.03,0.09,0.01,35.08,20.70,-15.51,82
45318,14.31,43.49,91055.61,1041.00,92.00,-0.08,0.11,-9.85,0.06,0.03,-0.08,35.96,19.81,-15.68,82
45842,14.32,43.45,91054.97,1041.00,92.00,-0.05,0.10,-9.84,-0.00,-0.06,-0.02,35.61,21.58,-15.68,82
46370,14.32,43.45,91056.06,1041.00,92.00,-0.05,0.08,-9.83,0.03,-0.03,0.01,35.79,20.70,-17.21,82
46890,14.32,43.45,91055.86,1029.00,91.00,-0.05,0.11,-9.83,0.03,0.00,0.01,36.14,19.63,-17.56,82
47416,14.32,43.45,91059.81,1029.00,92.00,-0.05,0.10,-9.83,-0.00,0.00,0.04,36.32,19.81,-16.02,82
47937,14.32,43.45,91057.30,1029.00,91.00,-0.07,0.10,-9.81,0.03,-0.06,0.01,34.91,19.81,-17.73,82
48460,14.31,43.35,91055.83,1041.00,92.00,-0.06,0.10,-9.87,-0.00,0.03,0.01,35.96,21.23,-17.38,82
48986,14.31,43.35,91055.87,1041.00,92.00,-0.05,0.11,-9.81,-0.03,0.03,0.01,36.32,20.16,-16.02,82
49508,14.31,43.35,91056.45,1041.00,91.00,-0.06,0.09,-9.86,-0.03,0.00,0.01,36.14,21.05,-16.87,82
50031,14.31,43.35,91057.33,1041.00,91.00,-0.05,0.09,-9.84,0.03,0.03,0.07,36.49,19.99,-16.87,82
50552,14.31,43.22,91056.34,1065.00,92.00,-0.06,0.11,-9.83,-0.03,-0.03,0.04,36.67,20.16,-17.73,82
51074,14.31,43.22,91055.39,1065.00,91.00,-0.06,0.07,-9.83,-0.03,0.03,0.04,35.96,21.23,-17.38,82
51600,14.31,43.22,91056.52,1041.00,91.00,-0.04,0.13,-9.84,0.03,-0.03,0.04,36.67,20.16,-18.41,82
52124,14.31,43.22,91057.16,1041.00,91.00,-0.06,0.11,-9.90,-0.00,-0.03,0.04,35.79,22.46,-17.56,82
52646,14.31,43.22,91057.16,1041.00,91.00,-0.05,0.09,-9.85,-0.00,-0.03,0.04,36.67,20.16,-17.04,82
53170,14.29,43.69,91058.41,1105.00,92.00,-0.04,0.10,-9.85,0.03,0.00,-0.02,36.32,20.87,-16.02,82
53691,14.29,43.69,91056.23,1105.00,91.00,-0.05,0.09,-9.83,-0.00,0.00,-0.05,35.26,20.16,-16.70,82
54219,14.29,43.69,91055.73,1041.00,92.00,-0.08,0.07,-9.79,0.03,0.00,0.04,37.02,20.16,-16.02,82
54741,14.29,43.69,91056.73,1041.00,91.00,-0.05,0.10,-9.86,-0.03,0.03,-0.02,36.14,20.34,-17.56,82
55263,14.27,44.56,91056.32,1053.00,91.00,-0.06,0.08,-9.84,-0.00,0.00,-0.02,35.44,21.05,-15.85,82
55786,14.27,44.56,91057.55,1053.00,91.00,-0.08,0.10,-9.84,-0.03,0.06,-0.02,36.67,20.16,-17.04,82
56308,14.27,44.56,91056.11,1041.00,92.00,-0.07,0.11,-9.84,0.03,0.00,0.10,36.14,19.63,-16.87,82
56830,14.27,44.56,91059.59,1041.00,92.00,-0.05,0.06,-9.80,-0.03,-0.03,0.04,35.44,20.70,-17.56,82
57356,14.27,44.56,91057.41,1041.00,91.00,-0.06,0.12,-9.82,-0.06,-0.06,0.04,37.37,21.93,-17.38,82
57876,14.27,44.49,91057.91,1041.00,91.00,-0.04,0.11,-9.90,-0.00,0.00,0.01,36.32,22.29,-16.36,82
58417,14.27,44.49,91059.34,1041.00,92.00,-0.04,0.09,-9.80,0.06,0.00,0.01,37.20,20.70,-16.19,82
58945,14.27,44.49,91058.30,1041.00,92.00,-0.05,0.10,-9.86,0.06,-0.06,0.07,36.49,19.99,-16.53,82
59465,14.27,44.49,91059.13,1041.00,91.00,-0.04,0.08,-9.88,-0.06,0.00,0.01,35.79,21.05,-17.90,82
59992,14.27,43.32,91054.97,1041.00,91.00,-0.05,0.08,-9.83,-0.00,-0.06,-0.02,35.79,22.46,-15.85,82
60514,14.27,43.32,91059.89,1041.00,91.00,-0.05,0.10,-9.84,-0.00,0.00,-0.02,35.79,21.76,-17.21,82
61036,14.27,43.32,91059.30,1041.00,92.00,-0.06,0.10,-9.88,-0.00,0.00,-0.02,36.67,21.23,-17.04,82
61557,14.27,43.32,91056.61,1041.00,91.00,-0.05,0.09,-9.82,-0.03,0.06,0.01,35.96,20.16,-16.36,82
62081,14.27,43.32,91058.92,1041.00,92.00,-0.05,0.07,-9.83,-0.03,0.00,-0.02,36.85,21.05,-16.87,82
62608,14.26,42.69,91059.51,1118.00,91.00,-0.04,0.08,-9.84,-0.00,-0.03,0.04,35.61,21.58,-16.70,82
63129,14.26,42.69,91057.16,1118.00,91.00,-0.02,0.09,-9.85,0.03,0.00,0.04,38.26,20.70,-15.85,82
63653,14.26,42.69,91056.66,1029.00,92.00,-0.03,0.07,-9.87,0.03,0.00,0.04,35.79,22.11,-16.87,82
64174,14.26,42.69,91058.13,1029.00,91.00,-0.07,0.11,-9.84,0.03,0.00,0.04,34.55,21.93,-16.36,82
64697,14.26,42.56,91058.66,1012.00,92.00,-0.05,0.08,-9.82,-0.03,-0.03,0.01,36.49,20.70,-18.24,82
65217,14.26,42.56,91055.89,1012.00,92.00,-0.06,0.08,-9.77,-0.00,-0.03,0.04,37.20,20.34,-16.87,82
65755,14.26,42.56,91056.67,1001.00,92.00,-0.05,0.10,-9.87,0.03,0.00,0.01,36.67,20.87,-17.04,82
66280,14.26,42.56,91055.48,1001.00,91.00,-0.08,0.12,-9.84,-0.00,0.03,0.01,35.61,20.52,-17.38,82
66804,14.26,42.56,91058.64,1001.00,92.00,-0.06,0.11,-9.84,-0.03,0.00,-0.05,36.67,20.87,-16.36,82
67326,14.26,42.66,91056.69,990.00,92.00,-0.05,0.10,-9.80,-0.00,0.00,0.07,36.49,20.70,-18.24,82
67853,14.26,42.66,91059.03,990.00,92.00,-0.04,0.10,-9.83,0.03,0.00,-0.02,37.02,19.81,-15.34,82
68379,14.26,42.66,91055.16,990.00,92.00,-0.05,0.09,-9.80,-0.00,-0.03,0.01,36.85,19.63,-15.51,82
68902,14.26,42.66,91053.98,990.00,92.00,-0.05,0.11,-9.87,-0.00,-0.03,0.04,36.85,19.28,-16.53,82
69422,14.25,42.49,91054.06,1001.00,92.00,-0.06,0.11,-9.84,-0.03,0.03,-0.05,36.67,20.87,-17.04,82
69946,14.25,42.49,91054.41,1001.00,92.00,-0.03,0.11,-9.88,-0.00,0.00,0.04,36.49,20.70,-17.90,82
70466,14.25,42.49,91057.02,967.00,92.00,-0.06,0.08,-9.86,-0.00,0.00,0.01,36.49,19.99,-16.53,82
70992,14.25,42.49,91055.67,967.00,92.00,-0.05,0.09,-9.84,-0.00,0.00,0.04,35.96,19.46,-17.73,82
71515,14.25,42.49,91055.50,967.00,92.00,-0.04,0.10,-9.79,-0.00,0.03,0.01,36.14,20.34,-16.87,82
72038,14.25,42.02,91053.95,1012.00,92.00,-0.06,0.09,-9.88,-0.00,0.03,0.01,35.08,21.05,-16.87,82
72562,14.25,42.02,91055.71,1012.00,92.00,-0.04,0.09,-9.82,-0.03,-0.03,-0.02,35.79,19.63,-17.56,82
73086,14.25,42.02,91058.52,967.00,92.00,-0.04,0.11,-9.86,-0.03,0.03,0.04,37.02,19.46,-16.70,82
73613,14.25,42.02,91057.34,967.00,91.00,-0.05,0.06,-9.82,0.03,-0.03,0.01,35.26,19.81,-16.36,82
74134,14.24,41.99,91054.56,990.00,92.00,-0.05,0.09,-9.92,0.03,0.03,-0.02,35.08,22.11,-17.56,82
74658,14.24,41.99,91056.42,990.00,91.00,-0.07,0.09,-9.84,0.03,0.06,0.01,36.67,20.16,-16.70,82
75178,14.24,41.99,91056.22,967.00,92.00,-0.06,0.10,-9.84,-0.03,-0.03,0.04,35.44,22.46,-17.21,82
75701,14.24,41.99,91054.20,967.00,91.00,-0.04,0.09,-9.80,0.03,0.03,0.04,36.49,19.99,-18.24,82
76221,14.24,41.99,91054.16,967.00,92.00,-0.05,0.09,-9.86,-0.03,0.03,0.01,33.85,19.81,-17.38,82
76750,14.24,41.76,91055.16,967.00,92.00,-0.04,0.09,-9.89,-0.03,0.03,0.01,36.85,21.40,-15.85,82
77272,14.24,41.76,91055.39,967.00,91.00,-0.05,0.11,-9.87,-0.00,0.00,0.04,37.20,20.70,-16.87,82
77794,14.24,41.76,91057.69,967.00,92.00,-0.07,0.11,-9.81,-0.03,0.00,-0.02,35.08,19.99,-15.85,82
78316,14.24,41.76,91056.84,967.00,91.00,-0.05,0.08,-9.82,0.03,-0.03,0.04,35.08,21.05,-17.90,82
78839,14.24,41.72,91055.24,956.00,92.00,-0.06,0.10,-9.83,-0.06,0.00,0.04,36.49,19.63,-16.19,82
79366,14.24,41.72,91056.66,956.00,92.00,-0.06,0.12,-9.81,-0.03,-0.06,0.04,36.32,20.87,-16.70,82
79886,14.24,41.72,91058.41,977.00,92.00,-0.07,0.09,-9.86,-0.03,-0.03,0.04,37.02,20.52,-16.70,82
80409,14.24,41.72,91058.23,977.00,92.00,-0.04,0.09,-9.80,0.03,0.00,0.07,35.44,20.70,-16.19,82
80929,14.24,41.72,91056.89,977.00,92.00,-0.06,0.10,-9.84,-0.03,-0.03,0.04,35.61,19.81,-18.07,82
81453,14.24,41.89,91059.36,1053.00,91.00,-0.02,0.08,-9.84,-0.00,-0.09,0.01,37.20,19.63,-18.24,82
81979,14.24,41.89,91056.08,1053.00,92.00,-0.05,0.09,-9.84,-0.00,0.00,-0.02,37.90,22.11,-17.21,82
82501,14.24,41.89,91058.74,1012.00,91.00,-0.04,0.08,-9.83,0.09,-0.06,0.07,37.37,19.81,-16.70,82
83024,14.24,41.89,91057.88,1012.00,91.00,-0.06,0.10,-9.86,-0.03,0.06,0.04,34.73,21.76,-15.51,82
83547,14.24,41.72,91057.40,967.00,92.00,-0.05,0.10,-9.87,0.03,0.03,0.04,35.44,20.34,-16.53,82
84069,14.24,41.72,91055.82,967.00,91.00,-0.06,0.11,-9.86,0.03,0.00,0.04,35.26,20.16,-17.04,82
84592,14.24,41.72,91057.23,967.00,91.00,-0.06,0.08,-9.83,-0.03,0.03,0.01,36.32,20.16,-17.04,82
85119,14.24,41.72,91056.01,967.00,91.00,-0.07,0.11,-9.80,-0.00,-0.06,0.04,36.49,22.11,-16.19,82
85639,14.24,41.72,91057.22,967.00,92.00,-0.05,0.09,-9.86,-0.03,0.00,0.01,35.96,20.52,-15.68,82
86163,14.24,41.59,91057.69,956.00,92.00,-0.07,0.10,-9.78,0.03,0.09,0.04,36.14,19.63,-16.53,82
86683,14.24,41.59,91057.91,956.00,91.00,-0.03,0.11,-9.79,-0.00,-0.03,0.07,36.32,19.10,-16.70,82
87206,14.24,41.59,91056.38,967.00,92.00,-0.05,0.09,-9.83,0.03,-0.03,0.07,36.85,19.28,-16.87,82
87752,14.24,41.59,91059.20,967.00,91.00,-0.04,0.09,-9.85,-0.03,0.00,-0.05,36.14,20.34,-17.56,82
88278,14.25,41.52,91052.90,977.00,92.00,-0.05,0.08,-9.86,-0.00,-0.06,0.04,35.96,21.23,-16.36,82
88798,14.25,41.52,91055.25,977.00,91.00,-0.05,0.07,-9.84,-0.00,-0.03,0.01,36.67,20.87,-18.07,82
89321,14.25,41.52,91057.05,967.00,91.00,-0.05,0.08,-9.88,-0.03,-0.03,0.01,36.67,21.58,-16.70,82
89841,14.25,41.52,91057.88,967.00,92.00,-0.04,0.10,-9.84,0.03,-0.03,0.01,36.49,19.99,-18.24,82
90370,14.25,41.52,91054.70,967.00,92.00,-0.04,0.10,-9.87,-0.09,-0.06,-0.02,34.55,19.81,-16.02,82
90892,14.25,41.42,91056.33,945.00,91.00,-0.09,0.09,-9.84,-0.03,0.00,0.01,35.26,19.81,-16.70,82
91414,14.25,41.42,91059.92,945.00,91.00,-0.07,0.08,-9.84,0.03,0.00,-0.02,37.20,20.34,-18.58,82
91936,14.25,41.42,91058.39,1001.00,91.00,-0.05,0.09,-9.86,0.03,0.00,0.07,35.61,20.87,-16.02,82
92460,14.25,41.42,91059.19,1001.00,92.00,-0.05,0.12,-9.85,-0.00,0.00,0.04,36.32,21.58,-16.70,82
92983,14.25,41.45,91059.03,977.00,91.00,-0.09,0.11,-9.84,0.06,0.06,0.01,36.49,21.05,-15.51,82
93509,14.25,41.45,91056.83,977.00,91.00,-0.03,0.08,-9.84,-0.00,0.00,0.04,37.20,18.93,-18.58,82
94032,14.25,41.45,91058.34,967.00,91.00,-0.04,0.12,-9.83,0.03,-0.06,-0.02,37.20,19.99,-16.87,82
94553,14.25,41.45,91059.02,967.00,91.00,-0.07,0.10,-9.85,0.03,0.00,0.01,35.96,20.52,-15.68,82
95076,14.25,41.45,91058.19,967.00,91.00,-0.05,0.07,-9.85,-0.03,-0.03,-0.02,35.96,20.87,-17.73,82
95598,14.25,41.42,91058.48,977.00,91.00,-0.07,0.11,-9.83,-0.00,-0.03,0.01,37.20,21.05,-15.85,82
96126,14.25,41.42,91056.73,977.00,91.00,-0.05,0.10,-9.82,0.03,-0.03,0.04,36.14,20.70,-16.87,82
96648,14.25,41.42,91055.84,990.00,91.00,-0.06,0.11,-9.81,-0.00,-0.06,0.07,36.49,21.05,-18.92,82
97170,14.25,41.42,91055.50,990.00,91.00,-0.05,0.08,-9.86,-0.00,-0.03,0.04,34.91,19.81,-18.07,82
97694,14.25,41.45,91058.50,977.00,91.00,-0.05,0.12,-9.80,-0.06,0.00,0.01,37.20,20.34,-17.90,82
98216,14.25,41.45,91057.84,977.00,91.00,-0.06,0.07,-9.81,-0.00,0.00,-0.02,35.79,19.99,-17.56,82
98744,14.25,41.45,91059.36,990.00,91.00,-0.04,0.08,-9.87,-0.00,0.00,0.04,35.44,21.76,-16.19,82
99264,14.25,41.45,91058.02,990.00,92.00,-0.04,0.12,-9.80,0.03,-0.06,0.07,36.32,19.81,-16.70,82
99788,14.25,41.45,91056.68,990.00,91.00,-0.07,0.13,-9.89,-0.00,0.00,0.01,36.32,20.16,-15.00,82
100308,14.25,41.59,91053.82,1012.00,92.00,-0.05,0.10,-9.86,-0.03,0.00,0.04,35.96,19.81,-17.38,82
100831,14.25,41.59,91056.57,1012.00,91.00,-0.06,0.07,-9.82,-0.03,0.00,0.04,36.85,21.05,-17.56,82
101357,14.25,41.59,91054.36,1065.00,91.00,-0.04,0.08,-9.83,0.03,-0.06,0.07,36.32,20.87,-15.68,82
101879,14.25,41.59,91058.39,1065.00,91.00,-0.04,0.09,-9.83,-0.00,0.00,-0.02,37.20,20.34,-17.21,82
102401,14.25,41.86,91055.55,1041.00,91.00,-0.07,0.09,-9.83,-0.03,0.00,0.01,35.44,21.05,-16.19,82
102923,14.25,41.86,91056.69,1041.00,91.00,-0.05,0.06,-9.82,-0.00,0.06,0.04,37.02,19.81,-17.38,82
103444,14.25,41.86,91057.76,1029.00,91.00,-0.03,0.11,-9.83,-0.03,0.00,0.04,35.26,20.52,-16.02,82
103968,14.25,41.86,91060.59,1029.00,91.00,-0.03,0.08,-9.83,0.06,0.03,0.04,36.85,20.70,-17.56,82
104495,14.25,41.86,91057.06,1029.00,92.00,-0.05,0.08,-9.86,-0.00,0.03,0.07,36.67,20.16,-17.04,82
105015,14.24,42.18,91059.03,1041.00,91.00,-0.08,0.13,-9.86,-0.03,-0.06,0.01,34.38,20.34,-16.19,82
105538,14.24,42.18,91056.92,1041.00,91.00,-0.07,0.11,-9.84,0.03,0.00,-0.02,35.96,19.81,-17.73,82
106060,14.24,42.18,91061.92,1012.00,91.00,-0.08,0.07,-9.82,-0.00,0.06,-0.02,35.96,20.87,-16.36,82
106583,14.24,42.18,91057.52,1012.00,91.00,-0.07,0.11,-9.89,-0.00,0.03,0.01,35.61,20.16,-17.73,81
107109,14.24,42.05,91057.23,1041.00,91.00,-0.04,0.09,-9.84,0.06,0.00,0.04,35.96,19.81,-17.04,81
107631,14.24,42.05,91059.20,1041.00,92.00,-0.05,0.12,-9.85,-0.03,0.00,-0.02,37.90,20.34,-15.17,81
