tempo(ms),temperatura(C),umidade(%),pressao(Pa),co2(ppm),luminosidade(%),acelX(m/s2),accelY,acelZ,giroX(graus/s),giroY,giroZ,magX(uT),magY,magZ,bateria(%)
19649,12.98,47.38,91355.74,408.00,0.00,0.10,1.51,-9.74,0.14,-0.04,0.03,37.37,24.76,-8.52,100
20164,12.98,47.38,91355.78,408.00,0.00,0.09,1.55,-9.74,0.08,-0.04,0.00,37.02,25.82,-9.89,100
20680,12.97,47.91,91351.23,403.00,0.00,0.07,1.51,-9.71,0.17,-0.04,0.00,36.14,25.65,-9.03,100
21197,12.97,47.91,91355.45,403.00,0.00,0.08,1.52,-9.73,0.08,0.02,0.03,37.55,26.36,-9.71,100
21714,12.97,47.91,91356.91,400.00,0.00,0.07,1.53,-9.73,0.11,-0.07,0.00,37.73,25.47,-9.54,100
22258,12.97,47.91,91355.75,400.00,0.00,0.09,1.52,-9.78,0.08,-0.04,0.03,38.08,25.12,-10.23,100
22785,12.97,47.91,91355.95,400.00,0.00,0.09,1.52,-9.77,0.08,-0.01,-0.03,37.90,26.00,-10.06,100
23307,12.97,47.85,91354.08,403.00,0.00,0.08,1.54,-9.70,0.08,-0.04,0.06,37.20,26.00,-9.03,100
23831,12.97,47.85,91356.91,403.00,0.00,0.07,1.49,-9.74,0.08,-0.01,-0.06,37.02,24.76,-9.89,100
24353,12.97,47.85,91355.31,400.00,0.00,0.09,1.53,-9.72,0.14,-0.01,0.00,38.26,25.65,-9.37,100
24879,12.97,47.85,91356.16,400.00,0.00,0.09,1.52,-9.70,0.14,-0.04,-0.03,37.37,25.12,-9.54,100
25403,12.96,48.06,91352.78,400.00,0.00,0.08,1.51,-9.69,0.01,-0.07,0.00,37.02,26.18,-7.84,100
25926,12.96,48.06,91356.33,400.00,0.00,0.10,1.50,-9.69,0.08,-0.07,0.00,37.02,26.18,-9.20,100
26449,12.96,48.06,91353.33,400.00,0.00,0.06,1.54,-9.71,0.14,-0.04,-0.03,38.26,25.65,-9.03,100
26969,12.96,48.06,91355.36,400.00,0.00,0.06,1.55,-9.71,0.01,0.05,-0.03,37.37,26.89,-8.52,100
27492,12.96,48.06,91353.75,400.00,0.00,0.08,1.52,-9.70,0.08,-0.04,-0.06,35.96,26.89,-9.20,100
28019,12.91,48.36,91354.55,400.00,0.00,0.08,1.53,-9.76,0.04,-0.04,-0.12,36.85,26.71,-9.37,100
28541,12.91,48.36,91354.99,400.00,0.00,0.06,1.54,-9.70,0.11,-0.04,0.00,38.26,25.29,-9.03,100
29063,12.91,48.36,91354.31,405.00,0.00,0.05,1.50,-9.69,0.14,0.02,0.03,37.02,26.18,-9.54,100
29589,12.91,48.36,91356.50,405.00,0.00,0.06,1.53,-9.73,0.08,-0.07,-0.03,37.02,25.82,-9.54,100
30111,12.87,48.39,91354.81,413.00,0.00,0.09,1.53,-9.69,0.04,0.02,-0.03,35.61,24.76,-9.89,100
30640,12.87,48.39,91351.81,413.00,0.00,0.07,1.52,-9.74,0.17,-0.01,-0.03,37.55,26.71,-8.69,100
31163,12.87,48.39,91355.63,409.00,0.00,0.10,1.49,-9.72,0.23,-0.07,0.00,38.08,25.12,-9.54,100
31683,12.87,48.39,91355.13,409.00,0.00,0.07,1.51,-9.74,0.14,-0.04,0.00,39.14,25.82,-8.18,100
32206,12.87,48.39,91353.81,409.00,0.00,0.04,1.50,-9.78,0.11,-0.01,0.00,36.14,26.36,-9.03,100
32727,12.84,48.52,91352.64,409.00,0.00,0.09,1.54,-9.73,0.08,-0.04,0.00,35.96,25.12,-9.89,100
33255,12.84,48.52,91354.63,409.00,0.00,0.07,1.53,-9.73,0.04,-0.04,0.03,36.49,25.29,-9.37,100
33777,12.84,48.52,91355.51,413.00,0.00,0.07,1.53,-9.72,0.14,-0.04,0.03,35.26,26.53,-8.52,100
34300,12.84,48.52,91353.16,413.00,0.00,0.06,1.52,-9.71,0.14,0.02,0.06,38.08,25.47,-9.54,100
34824,12.81,48.36,91352.50,416.00,0.00,0.08,1.53,-9.69,0.11,-0.04,0.00,37.02,25.12,-10.23,100
35347,12.81,48.36,91353.55,416.00,0.00,0.06,1.50,-9.74,0.11,-0.01,0.03,38.08,25.12,-9.89,100
35871,12.81,48.36,91352.17,416.00,0.00,0.06,1.52,-9.76,0.11,-0.07,0.00,37.20,25.65,-10.06,100
36398,12.81,48.36,91351.02,416.00,0.00,0.05,1.53,-9.74,0.11,-0.01,-0.03,36.85,26.00,-9.37,100
36922,12.81,48.36,91354.19,416.00,0.00,0.06,1.57,-9.71,0.08,0.02,0.00,36.14,26.36,-9.37,100
37442,12.79,48.36,91351.61,418.00,0.00,0.07,1.53,-9.71,0.17,-0.07,0.03,36.67,26.18,-8.18,100
37965,12.79,48.36,91355.10,418.00,0.00,0.08,1.54,-9.72,0.04,-0.01,-0.03,36.85,25.29,-9.37,100
38485,12.79,48.36,91355.61,418.00,0.00,0.06,1.52,-9.70,0.08,-0.01,0.03,38.26,25.65,-8.01,100
39012,12.79,48.36,91356.66,418.00,0.00,0.07,1.54,-9.78,0.17,0.02,0.00,36.85,26.00,-9.37,100
39537,12.76,48.39,91359.67,418.00,0.00,0.04,1.54,-9.71,0.08,-0.01,0.00,37.73,25.12,-8.86,100
40059,12.76,48.39,91356.22,418.00,0.00,0.06,1.53,-9.72,0.11,-0.01,-0.03,37.02,24.76,-10.23,100
40585,12.76,48.39,91354.83,416.00,0.00,0.07,1.52,-9.69,0.14,-0.01,0.06,37.55,26.36,-9.71,100
41107,12.76,48.39,91352.53,416.00,0.00,0.07,1.55,-9.69,0.11,-0.01,0.00,37.37,26.89,-11.25,100
41630,12.76,48.39,91352.55,416.00,0.00,0.09,1.53,-9.71,0.11,-0.04,0.03,37.02,25.12,-9.20,100
42156,12.71,48.46,91354.25,416.00,0.00,0.08,1.51,-9.74,0.17,-0.01,-0.06,37.55,25.65,-8.01,100
42679,12.71,48.46,91352.65,416.00,0.00,0.08,1.54,-9.70,0.04,-0.01,0.00,37.73,24.76,-9.54,100
43200,12.71,48.46,91353.85,413.00,0.00,0.06,1.53,-9.74,0.14,-0.04,-0.03,37.73,25.12,-8.86,100
43723,12.71,48.46,91353.06,413.00,0.00,0.07,1.52,-9.70,0.11,-0.01,0.03,37.02,25.82,-8.86,100
44244,12.66,48.63,91354.24,408.00,0.00,0.07,1.52,-9.77,0.14,-0.01,0.03,38.08,27.24,-9.54,100
44789,12.66,48.63,91354.80,408.00,0.00,0.06,1.53,-9.72,0.11,-0.04,0.03,38.61,26.71,-9.03,100
45313,12.66,48.63,91351.97,405.00,0.00,0.06,1.52,-9.73,0.14,-0.13,0.06,38.26,26.71,-9.71,100
45836,12.66,48.63,91353.34,405.00,0.00,0.06,1.52,-9.72,0.14,-0.07,-0.03,36.49,26.36,-9.71,100
46356,12.66,48.63,91354.19,405.00,0.00,0.09,1.53,-9.75,0.14,-0.01,0.03,37.02,25.12,-10.57,100
46880,12.60,49.00,91354.66,400.00,0.00,0.06,1.53,-9.74,0.08,-0.04,0.03,37.20,26.36,-9.37,100
47400,12.60,49.00,91351.52,400.00,0.00,0.06,1.52,-9.72,0.08,-0.04,0.00,37.73,25.12,-9.54,100
47928,12.60,49.00,91352.05,400.00,0.00,0.06,1.54,-9.70,0.11,-0.07,0.00,36.67,26.89,-8.18,100
48450,12.60,49.00,91353.08,400.00,0.00,0.06,1.55,-9.75,0.08,0.02,0.03,37.90,26.00,-8.35,100
48972,12.56,49.37,91353.11,400.00,0.00,0.09,1.52,-9.76,0.11,-0.01,0.06,36.67,25.47,-10.57,100
49494,12.56,49.37,91353.30,400.00,0.00,0.06,1.54,-9.69,0.08,0.02,0.03,36.14,26.36,-9.03,100
50017,12.56,49.37,91352.44,407.00,0.00,0.05,1.51,-9.74,0.08,-0.01,0.00,35.44,25.29,-10.06,100
50544,12.56,49.37,91352.63,407.00,0.00,0.06,1.51,-9.76,0.11,-0.07,-0.09,38.26,26.00,-9.37,100
51064,12.56,49.37,91351.66,407.00,0.00,0.08,1.53,-9.69,0.11,-0.01,-0.03,37.02,26.18,-8.18,100
51587,12.51,49.03,91349.13,411.00,0.00,0.09,1.51,-9.73,0.14,-0.01,0.00,37.02,26.18,-9.89,100
52107,12.51,49.03,91351.94,411.00,0.00,0.07,1.52,-9.73,0.20,-0.01,0.00,36.32,25.82,-8.86,100
52631,12.51,49.03,91352.43,415.00,0.00,0.08,1.54,-9.71,0.17,-0.04,-0.06,37.90,25.65,-8.35,100
53157,12.51,49.03,91352.80,415.00,0.00,0.05,1.52,-9.74,0.14,0.02,0.00,36.85,25.29,-8.35,100
53679,12.48,48.87,91353.66,420.00,0.00,0.06,1.51,-9.68,0.14,-0.04,-0.03,37.73,25.82,-8.86,100
54201,12.48,48.87,91352.48,420.00,0.00,0.04,1.55,-9.74,0.11,-0.04,0.00,36.49,24.94,-9.03,100
54723,12.48,48.87,91354.23,423.00,0.00,0.10,1.55,-9.73,0.17,-0.07,-0.03,37.55,26.00,-9.03,100
55247,12.48,48.87,91358.08,423.00,0.00,0.08,1.53,-9.76,0.08,-0.01,-0.06,36.85,24.94,-8.35,100
55769,12.48,48.87,91353.23,423.00,0.00,0.10,1.55,-9.74,0.14,-0.04,0.03,37.20,27.06,-9.37,100
56296,12.46,48.67,91353.02,436.00,0.00,0.06,1.53,-9.69,0.08,-0.04,-0.03,37.73,26.53,-9.20,100
56816,12.46,48.67,91353.32,436.00,0.00,0.07,1.53,-9.71,0.17,-0.01,0.00,37.20,25.65,-9.03,100
57340,12.46,48.67,91352.48,436.00,0.00,0.04,1.53,-9.73,0.08,-0.01,-0.06,37.20,26.00,-8.35,100
57860,12.46,48.67,91349.84,436.00,0.00,0.04,1.53,-9.74,0.08,-0.01,0.00,36.67,25.82,-10.23,100
58380,12.40,48.55,91352.19,436.00,0.00,0.07,1.52,-9.74,0.08,-0.13,-0.03,37.02,25.82,-9.54,100
58920,12.40,48.55,91351.18,436.00,0.00,0.04,1.53,-9.68,0.08,-0.01,-0.06,37.73,25.47,-8.86,100
59443,12.40,48.55,91352.44,436.00,0.00,0.10,1.50,-9.76,0.11,-0.01,0.00,36.14,25.29,-8.69,100
59966,12.40,48.55,91351.78,436.00,0.00,0.04,1.50,-9.69,0.11,-0.07,0.00,36.49,26.36,-10.06,100
60488,12.40,48.55,91349.81,436.00,0.00,0.07,1.54,-9.74,0.08,-0.04,-0.03,36.14,23.88,-10.40,100
61011,12.37,48.65,91354.28,445.00,0.00,0.06,1.52,-9.77,0.20,-0.01,-0.03,38.08,25.82,-10.23,100
61534,12.37,48.65,91351.61,445.00,0.00,0.07,1.51,-9.75,0.11,-0.07,-0.03,36.49,25.29,-9.37,100
62061,12.37,48.65,91352.75,451.00,0.00,0.07,1.57,-9.79,0.04,-0.07,0.00,38.08,25.47,-9.54,100
62581,12.37,48.65,91350.98,451.00,0.00,0.07,1.53,-9.74,0.17,-0.04,0.00,37.73,25.12,-8.86,100
63104,12.34,48.74,91351.83,445.00,0.00,0.07,1.54,-9.75,0.04,-0.04,-0.06,37.55,26.36,-8.01,100
63624,12.34,48.74,91351.49,445.00,0.00,0.06,1.50,-9.70,0.14,-0.07,0.00,36.49,25.29,-9.03,100
64148,12.34,48.74,91351.95,442.00,0.00,0.08,1.54,-9.71,0.08,-0.04,-0.03,37.02,24.06,-9.89,100
64674,12.34,48.74,91351.96,442.00,0.00,0.09,1.55,-9.73,0.14,-0.01,-0.03,37.37,25.12,-9.89,100
65196,12.34,48.74,91354.67,442.00,0.00,0.05,1.56,-9.71,0.08,-0.07,0.00,37.20,24.94,-8.69,100
65718,12.29,48.94,91350.02,442.00,0.00,0.06,1.55,-9.73,0.17,-0.01,-0.06,36.49,25.65,-10.40,100
66242,12.29,48.94,91348.79,442.00,0.00,0.09,1.54,-9.73,0.17,-0.04,0.03,39.31,24.94,-9.37,100
66764,12.29,48.94,91353.14,436.00,0.00,0.06,1.54,-9.73,0.14,-0.04,0.06,36.67,25.82,-9.54,100
67308,12.29,48.94,91352.84,436.00,0.00,0.05,1.51,-9.75,0.11,-0.01,0.00,37.02,25.12,-8.52,100
67835,12.25,49.18,91353.52,425.00,0.00,0.06,1.53,-9.73,0.14,-0.10,0.09,37.55,24.59,-10.06,100
68358,12.25,49.18,91353.52,425.00,0.00,0.06,1.52,-9.69,0.17,-0.01,-0.09,36.67,25.12,-9.54,100
68880,12.25,49.18,91353.14,423.00,0.00,0.08,1.55,-9.72,0.14,-0.07,0.03,37.37,27.24,-8.52,100
69402,12.25,49.18,91354.18,423.00,0.00,0.07,1.56,-9.75,0.11,-0.01,0.00,35.61,24.41,-8.86,100
69926,12.25,49.18,91355.69,423.00,0.00,0.09,1.52,-9.69,0.14,-0.01,0.03,37.37,25.82,-8.86,100
70453,12.19,49.74,91352.52,420.00,0.00,0.05,1.53,-9.70,0.14,-0.07,0.03,37.02,25.82,-9.54,100
70976,12.19,49.74,91352.89,420.00,0.00,0.06,1.55,-9.76,0.14,-0.04,-0.09,36.49,26.36,-9.71,100
71496,12.19,49.74,91352.23,420.00,0.00,0.06,1.54,-9.70,0.14,0.02,-0.03,38.08,25.12,-9.54,100
72019,12.19,49.74,91352.94,420.00,0.00,0.08,1.54,-9.75,0.17,-0.04,0.06,37.90,24.94,-11.08,100
72540,12.15,50.18,91353.30,415.00,0.00,0.08,1.53,-9.69,0.20,-0.07,0.00,37.37,24.76,-10.57,100
73066,12.15,50.18,91354.48,415.00,0.00,0.06,1.52,-9.75,0.17,-0.07,0.03,38.43,27.24,-9.54,100
73588,12.15,50.18,91353.10,415.00,0.00,0.07,1.54,-9.72,0.11,-0.10,-0.03,36.67,25.82,-9.54,100
74110,12.15,50.18,91351.44,415.00,0.00,0.06,1.55,-9.75,0.08,-0.07,-0.03,37.55,26.00,-10.06,100
74634,12.15,50.18,91352.48,415.00,0.00,0.08,1.53,-9.77,0.11,-0.07,0.00,37.55,24.94,-9.37,100
75157,12.12,50.21,91349.49,423.00,0.00,0.06,1.54,-9.74,0.08,-0.07,0.03,37.73,25.82,-10.57,100
75680,12.12,50.21,91354.41,423.00,0.00,0.08,1.53,-9.77,0.08,-0.04,0.03,35.96,25.47,-10.23,100
76205,12.12,50.21,91350.05,434.00,0.00,0.06,1.53,-9.74,0.17,0.02,-0.06,37.73,25.47,-9.54,100
76728,12.12,50.21,91352.56,434.00,0.00,0.05,1.55,-9.68,0.11,-0.07,-0.03,36.49,24.94,-9.37,100
77250,12.10,49.91,91352.06,436.00,0.00,0.06,1.54,-9.73,0.17,-0.04,0.03,37.55,26.00,-8.69,100
77773,12.10,49.91,91353.70,436.00,0.00,0.05,1.54,-9.73,0.17,-0.07,0.03,37.02,24.41,-8.52,100
78293,12.10,49.91,91352.61,442.00,0.00,0.10,1.55,-9.77,0.17,-0.07,-0.03,37.20,26.00,-9.71,100
78822,12.10,49.91,91354.78,442.00,0.00,0.05,1.53,-9.71,0.11,-0.04,0.00,37.55,25.65,-9.71,100
79345,12.10,49.91,91354.78,442.00,0.00,0.09,1.53,-9.75,0.14,-0.07,-0.03,37.73,25.12,-8.86,100
79867,12.08,49.64,91349.27,451.00,0.00,0.10,1.54,-9.74,0.17,-0.04,-0.03,37.37,25.82,-8.52,100
80389,12.08,49.64,91353.82,451.00,0.00,0.05,1.57,-9.77,0.14,-0.04,-0.03,37.37,24.76,-9.20,100
80912,12.08,49.64,91353.78,451.00,0.00,0.10,1.55,-9.72,0.20,-0.10,0.00,37.90,25.29,-9.03,100
81434,12.08,49.64,91353.62,451.00,0.00,0.07,1.52,-9.74,0.14,-0.01,0.03,36.85,24.23,-9.37,100
81962,12.07,49.42,91351.94,455.00,0.00,0.09,1.52,-9.76,0.14,-0.01,0.03,37.02,25.12,-9.54,100
82485,12.07,49.42,91354.58,455.00,0.00,0.06,1.53,-9.67,0.11,-0.10,0.03,37.20,26.00,-10.06,100
83006,12.07,49.42,91354.69,460.00,0.00,0.09,1.52,-9.75,0.11,-0.07,0.00,36.85,24.94,-9.71,100
83529,12.07,49.42,91353.48,460.00,0.00,0.07,1.55,-9.73,0.08,-0.04,0.00,36.67,24.76,-9.89,100
84051,12.07,49.42,91353.98,460.00,0.00,0.09,1.54,-9.71,0.08,-0.01,-0.03,37.73,26.53,-8.18,100
84579,12.05,49.36,91354.87,460.00,0.00,0.09,1.54,-9.74,0.14,-0.04,-0.03,37.37,25.82,-10.23,100
85101,12.05,49.36,91356.61,460.00,0.00,0.08,1.53,-9.75,0.08,-0.01,0.00,38.61,27.06,-9.71,100
85624,12.05,49.36,91353.73,460.00,0.00,0.08,1.50,-9.75,0.11,-0.04,0.00,37.37,26.18,-9.89,100
86146,12.05,49.36,91353.91,460.00,0.00,0.09,1.54,-9.74,0.11,-0.04,0.00,37.73,25.12,-10.91,100
86668,12.03,49.42,91354.24,460.00,0.00,0.08,1.54,-9.69,0.14,-0.07,-0.03,38.96,26.36,-9.37,100
87196,12.03,49.42,91353.16,460.00,0.00,0.08,1.54,-9.78,0.01,-0.01,-0.06,38.43,25.47,-9.20,100
87716,12.03,49.42,91354.65,463.00,0.00,0.08,1.54,-9.76,0.11,-0.04,0.03,37.37,26.18,-8.18,100
88239,12.03,49.42,91353.95,463.00,0.00,0.07,1.53,-9.74,0.20,-0.04,0.03,38.08,24.76,-8.18,100
88759,12.03,49.42,91356.45,463.00,0.00,0.11,1.53,-9.75,0.20,-0.04,-0.03,36.85,25.29,-9.37,100
89282,12.01,49.55,91351.48,463.00,0.00,0.09,1.52,-9.74,0.17,0.02,-0.03,37.73,26.53,-10.23,100
89803,12.01,49.55,91356.07,463.00,0.00,0.10,1.56,-9.80,0.08,-0.01,0.03,38.78,24.41,-9.89,100
90350,12.01,49.55,91354.90,460.00,0.00,0.10,1.50,-9.75,0.14,-0.01,-0.03,37.90,25.65,-8.01,100
90874,12.01,49.55,91355.03,460.00,0.00,0.05,1.53,-9.79,0.14,-0.01,-0.03,38.08,25.47,-9.89,100
91397,11.98,49.98,91357.91,455.00,0.00,0.03,1.53,-9.71,0.11,-0.01,0.03,35.96,25.82,-8.86,100
91917,11.98,49.98,91353.52,455.00,0.00,0.08,1.53,-9.74,0.11,-0.07,0.03,36.85,24.59,-10.06,100
92440,11.98,49.98,91357.80,455.00,0.00,0.06,1.55,-9.71,0.14,-0.07,0.00,37.02,24.76,-10.23,100
92967,11.98,49.98,91355.95,455.00,0.00,0.06,1.54,-9.74,0.14,-0.04,0.06,37.20,26.71,-8.69,100
93489,11.98,49.98,91354.63,455.00,0.00,0.07,1.52,-9.76,0.14,-0.07,0.03,36.67,25.47,-9.89,100
94013,11.95,50.15,91355.19,459.00,0.00,0.08,1.54,-9.80,0.14,-0.04,0.00,37.90,26.00,-10.74,100
94535,11.95,50.15,91354.74,459.00,0.00,0.06,1.53,-9.71,0.17,-0.04,0.03,36.14,25.29,-9.03,100
95059,11.95,50.15,91355.88,464.00,0.00,0.07,1.56,-9.77,0.17,-0.07,-0.03,37.37,25.12,-8.86,100
95585,11.95,50.15,91358.05,464.00,0.00,0.08,1.54,-9.77,0.14,-0.01,-0.03,36.49,25.65,-8.01,100
96112,11.92,50.32,91355.03,470.00,0.00,0.08,1.56,-9.70,0.17,-0.07,0.03,37.73,24.41,-10.23,100
96632,11.92,50.32,91358.01,470.00,0.00,0.06,1.53,-9.75,0.14,-0.07,0.00,37.73,25.82,-8.86,100
97156,11.92,50.32,91356.09,464.00,0.00,0.07,1.50,-9.71,0.17,-0.04,-0.03,37.73,26.18,-9.89,100
97676,11.92,50.32,91356.42,464.00,0.00,0.09,1.53,-9.72,0.11,-0.07,0.03,36.49,24.59,-9.71,100
98199,11.92,50.32,91356.91,464.00,0.00,0.08,1.54,-9.76,0.14,-0.04,0.00,37.90,25.65,-9.37,100
98725,11.90,50.35,91353.98,470.00,0.00,0.11,1.51,-9.73,0.17,-0.10,0.06,38.61,25.29,-10.40,100
99248,11.90,50.35,91356.17,470.00,0.00,0.08,1.53,-9.74,0.14,-0.07,-0.06,37.73,26.18,-9.54,100
99770,11.90,50.35,91356.50,470.00,0.00,0.12,1.56,-9.77,0.20,-0.01,0.06,37.55,25.29,-10.06,100
100292,11.90,50.35,91356.33,470.00,0.00,0.06,1.53,-9.73,0.14,-0.07,-0.03,38.43,24.41,-10.23,100
100815,11.90,50.35,91357.00,470.00,0.00,0.06,1.53,-9.73,0.14,-0.07,-0.03,38.43,24.41,-10.23,100
101342,11.88,50.22,91356.83,476.00,0.00,0.09,1.54,-9.69,0.14,-0.01,0.00,38.08,25.47,-9.89,100
101866,11.88,50.22,91358.62,476.00,0.00,0.06,1.53,-9.76,0.17,-0.04,-0.03,38.96,25.29,-10.06,100
102386,11.88,50.22,91354.44,476.00,0.00,0.07,1.56,-9.70,0.17,-0.07,0.00,36.14,26.71,-9.37,100
102909,11.88,50.22,91356.45,476.00,0.00,0.07,1.53,-9.70,0.14,-0.07,-0.03,37.37,26.18,-9.20,100
103429,11.85,50.13,91351.82,476.00,0.00,0.08,1.54,-9.74,0.17,-0.01,-0.03,36.49,24.94,-9.71,100
103953,11.85,50.13,91353.58,476.00,0.00,0.07,1.53,-9.74,0.11,-0.04,0.00,38.78,25.47,-8.86,100
104479,11.85,50.13,91355.24,470.00,0.00,0.05,1.54,-9.74,0.11,0.02,0.00,37.20,26.00,-8.69,100
105002,11.85,50.13,91355.08,470.00,0.00,0.06,1.56,-9.72,0.14,-0.01,-0.06,37.20,25.65,-9.37,100
105526,11.85,50.13,91353.91,470.00,0.00,0.06,1.56,-9.72,0.14,-0.01,-0.06,37.20,25.65,-9.37,100
106049,11.82,50.32,91354.61,459.00,0.00,0.10,1.53,-9.78,0.17,-0.01,0.00,37.20,24.23,-10.06,100
106573,11.82,50.32,91353.69,455.00,0.00,0.06,1.55,-9.72,0.17,-0.07,0.00,37.20,25.65,-9.37,100
107099,11.82,50.32,91353.36,455.00,0.00,0.08,1.53,-9.78,0.11,-0.10,0.00,35.79,24.23,-11.08,100
107623,11.82,50.32,91354.02,455.00,0.00,0.08,1.53,-9.73,0.11,-0.04,0.06,37.02,24.76,-9.54,100
108143,11.79,50.35,91358.23,450.00,0.00,0.06,1.54,-9.72,0.20,-0.04,0.00,36.85,25.65,-10.06,100
108666,11.79,50.35,91357.49,450.00,0.00,0.08,1.53,-9.76,0.14,0.02,-0.03,36.67,25.47,-9.54,100
109186,11.79,50.35,91354.28,450.00,0.00,0.08,1.53,-9.77,0.17,-0.04,-0.03,37.02,26.18,-8.86,100
109714,11.79,50.35,91356.79,450.00,0.00,0.08,1.54,-9.75,0.14,-0.04,0.03,37.02,25.12,-9.54,100
