tempo(ms),temperatura(C),umidade(%),pressao(Pa),co2(ppm),luminosidade(%),acelX(m/s2),accelY,acelZ,giroX(graus/s),giroY,giroZ,magX(uT),magY,magZ,bateria(%)
473743,9.44,56.69,91363.43,534.00,0.00,0.09,1.57,-9.78,0.26,-0.04,-0.09,38.78,25.12,-10.23,100
474269,9.44,56.69,91369.48,534.00,0.00,0.08,1.57,-9.76,0.29,-0.07,-0.06,36.67,25.47,-10.23,100
474791,9.44,56.69,91363.59,534.00,0.00,0.09,1.57,-9.74,0.29,-0.07,-0.09,37.02,24.76,-10.57,100
475311,9.44,56.69,91366.25,534.00,0.00,0.06,1.59,-9.74,0.26,-0.13,-0.03,37.73,24.76,-11.59,100
475834,9.44,56.69,91366.56,534.00,0.00,0.08,1.60,-9.79,0.29,-0.10,-0.09,37.73,24.06,-9.54,100
476360,9.44,56.49,91365.64,534.00,0.00,0.05,1.59,-9.81,0.23,-0.07,-0.03,37.73,24.06,-10.57,100
476882,9.44,56.49,91366.76,534.00,0.00,0.08,1.61,-9.78,0.32,-0.07,-0.09,37.90,24.94,-9.37,100
477405,9.44,56.49,91363.56,534.00,0.00,0.07,1.60,-9.75,0.32,-0.13,-0.09,36.49,24.59,-10.06,100
477930,9.44,56.49,91365.23,534.00,0.00,0.08,1.59,-9.76,0.26,-0.01,-0.09,37.73,25.12,-10.57,100
478453,9.43,56.75,91366.06,527.00,0.00,0.06,1.57,-9.76,0.29,-0.04,-0.09,38.43,24.41,-10.91,100
478980,9.43,56.75,91365.32,527.00,0.00,0.07,1.59,-9.77,0.26,-0.04,0.03,36.49,25.65,-11.08,100
479503,9.43,56.75,91366.09,527.00,0.00,0.10,1.60,-9.81,0.29,-0.10,-0.09,36.85,23.53,-10.40,100
480023,9.43,56.75,91364.42,527.00,0.00,0.10,1.58,-9.74,0.29,-0.04,-0.09,38.43,25.82,-11.25,100
480547,9.43,56.75,91366.90,527.00,0.00,0.08,1.61,-9.75,0.35,-0.10,-0.03,37.37,24.76,-10.91,100
481067,9.43,56.95,91365.67,527.00,0.00,0.07,1.57,-9.77,0.26,-0.10,-0.09,38.61,24.94,-10.74,100
481590,9.43,56.95,91366.43,527.00,0.00,0.07,1.59,-9.71,0.26,-0.07,-0.06,37.90,24.23,-9.03,100
482116,9.43,56.95,91369.06,527.00,0.00,0.08,1.58,-9.76,0.32,-0.13,-0.09,38.08,24.41,-10.91,100
482639,9.43,56.95,91367.23,527.00,0.00,0.06,1.59,-9.75,0.29,-0.07,-0.09,38.08,26.18,-10.91,100
483164,9.43,56.95,91365.73,527.00,0.00,0.06,1.59,-9.75,0.29,-0.07,-0.09,38.08,26.18,-10.91,100
483686,9.43,56.98,91367.66,520.00,0.00,0.06,1.59,-9.75,0.26,-0.10,-0.09,38.08,24.41,-9.89,100
484209,9.43,56.98,91367.59,517.00,0.00,0.06,1.56,-9.82,0.32,-0.16,-0.09,37.73,24.06,-9.89,100
484736,9.43,56.98,91369.42,517.00,0.00,0.10,1.58,-9.73,0.20,-0.10,-0.09,37.90,24.23,-10.74,100
485259,9.43,56.98,91369.09,517.00,0.00,0.10,1.58,-9.78,0.29,-0.10,-0.03,38.08,24.06,-10.57,100
485779,9.42,57.50,91365.50,501.00,0.00,0.09,1.58,-9.79,0.32,-0.10,-0.06,37.02,24.76,-9.89,100
486302,9.42,57.50,91367.31,501.00,0.00,0.07,1.58,-9.75,0.29,-0.07,-0.12,37.90,24.59,-11.42,100
486822,9.42,57.50,91367.76,496.00,0.00,0.08,1.61,-9.73,0.26,-0.07,-0.09,37.02,25.12,-10.91,100
487349,9.42,57.50,91366.59,496.00,0.00,0.09,1.55,-9.79,0.23,-0.07,-0.12,38.08,25.12,-10.91,100
487872,9.42,57.50,91368.59,496.00,0.00,0.09,1.55,-9.79,0.23,-0.07,-0.12,38.08,25.12,-10.91,100
488394,9.42,57.72,91366.35,501.00,0.00,0.07,1.59,-9.78,0.29,-0.10,-0.06,37.02,24.41,-11.25,100
488919,9.42,57.72,91367.09,496.00,0.00,0.07,1.59,-9.71,0.26,-0.07,-0.03,36.67,25.82,-10.57,100
489442,9.42,57.72,91367.59,496.00,0.00,0.06,1.59,-9.75,0.32,-0.13,-0.12,38.08,25.12,-10.23,100
489965,9.42,57.72,91368.09,496.00,0.00,0.07,1.59,-9.76,0.26,-0.13,-0.06,37.20,23.88,-10.06,100
490491,9.42,57.64,91364.67,496.00,0.00,0.06,1.60,-9.73,0.32,-0.07,0.00,36.85,22.82,-9.03,100
491014,9.42,57.64,91365.48,496.00,0.00,0.07,1.59,-9.78,0.29,-0.07,-0.06,35.79,24.94,-10.40,100
491535,9.42,57.64,91367.59,501.00,0.00,0.11,1.59,-9.77,0.32,-0.13,-0.15,38.78,25.47,-8.86,100
492059,9.42,57.64,91367.09,501.00,0.00,0.07,1.58,-9.77,0.26,-0.10,-0.03,36.32,24.06,-9.89,100
492582,9.42,57.64,91365.93,501.00,0.00,0.07,1.58,-9.77,0.26,-0.10,-0.03,36.32,24.06,-9.89,100
493128,9.42,57.43,91362.36,501.00,0.00,0.10,1.58,-9.76,0.26,-0.13,-0.09,37.02,24.41,-10.23,100
493652,9.42,57.43,91366.16,501.00,0.00,0.10,1.59,-9.70,0.26,-0.10,-0.06,37.55,24.94,-8.69,100
494176,9.42,57.43,91369.42,501.00,0.00,0.10,1.56,-9.78,0.29,-0.10,-0.06,38.26,24.59,-10.06,100
494696,9.42,57.43,91366.93,501.00,0.00,0.07,1.56,-9.72,0.32,-0.16,-0.09,36.32,25.47,-8.86,100
495219,9.42,57.06,91364.17,506.00,0.00,0.08,1.60,-9.75,0.26,-0.13,-0.03,37.37,24.06,-9.54,100
495739,9.42,57.06,91366.81,506.00,0.00,0.09,1.58,-9.77,0.23,-0.07,-0.15,35.96,25.12,-10.57,100
496266,9.42,57.06,91368.09,506.00,0.00,0.07,1.56,-9.79,0.23,-0.07,-0.09,37.02,23.70,-10.57,100
496788,9.42,57.06,91366.59,506.00,0.00,0.10,1.56,-9.75,0.35,-0.10,0.00,36.85,24.23,-11.08,100
497312,9.42,57.06,91366.56,506.00,0.00,0.10,1.56,-9.75,0.35,-0.10,0.00,36.85,24.23,-11.08,100
497834,9.44,56.92,91367.81,517.00,0.00,0.09,1.58,-9.75,0.23,-0.07,-0.03,37.90,24.23,-10.74,100
498359,9.44,56.92,91363.37,517.00,0.00,0.09,1.59,-9.76,0.29,-0.13,-0.12,37.37,23.35,-10.57,100
498886,9.44,56.92,91366.17,517.00,0.00,0.07,1.57,-9.76,0.35,-0.04,-0.12,36.85,24.23,-10.74,100
499406,9.44,56.92,91363.17,517.00,0.00,0.06,1.56,-9.82,0.23,-0.04,-0.06,36.85,24.23,-10.40,100
499930,9.44,56.80,91365.91,506.00,0.00,0.04,1.58,-9.80,0.26,-0.04,-0.03,37.02,25.47,-10.91,100
500451,9.44,56.80,91364.73,506.00,0.00,0.08,1.56,-9.75,0.26,-0.07,-0.15,37.90,24.94,-9.71,100
500975,9.44,56.80,91364.67,517.00,0.00,0.07,1.57,-9.80,0.26,-0.13,-0.09,37.02,24.06,-9.54,100
501501,9.44,56.80,91365.67,517.00,0.00,0.08,1.61,-9.74,0.32,-0.13,-0.06,38.08,24.76,-10.57,100
502024,9.44,56.80,91364.50,517.00,0.00,0.08,1.61,-9.74,0.32,-0.13,-0.06,38.08,24.76,-10.57,100
502546,9.46,56.69,91366.76,517.00,0.00,0.09,1.58,-9.75,0.29,-0.07,-0.06,36.85,23.88,-9.71,100
503069,9.46,56.69,91367.14,517.00,0.00,0.08,1.60,-9.80,0.26,-0.10,-0.09,37.55,24.94,-10.06,100
503593,9.46,56.69,91366.97,517.00,0.00,0.06,1.55,-9.75,0.29,-0.10,-0.06,37.37,25.12,-8.52,100
504116,9.46,56.69,91364.97,517.00,0.00,0.07,1.56,-9.76,0.23,-0.07,-0.09,37.90,26.00,-10.40,100
504644,9.46,56.57,91363.58,517.00,0.00,0.06,1.59,-9.77,0.32,-0.07,-0.06,37.73,25.12,-11.25,100
505164,9.46,56.57,91365.17,517.00,0.00,0.05,1.58,-9.71,0.35,-0.04,-0.09,38.96,25.29,-10.06,100
505687,9.46,56.57,91365.81,517.00,0.00,0.07,1.59,-9.77,0.32,-0.13,-0.06,38.08,26.18,-9.54,100
506207,9.46,56.57,91365.30,517.00,0.00,0.08,1.57,-9.79,0.23,-0.10,-0.12,37.02,23.70,-9.89,100
506730,9.46,56.57,91366.13,517.00,0.00,0.08,1.56,-9.74,0.26,-0.10,-0.09,37.73,24.41,-10.23,100
507258,9.47,56.49,91365.56,520.00,0.00,0.08,1.56,-9.76,0.26,-0.10,-0.03,38.26,24.59,-10.74,100
507781,9.47,56.49,91363.47,520.00,0.00,0.06,1.58,-9.73,0.29,-0.13,-0.06,37.73,24.76,-9.89,100
508305,9.47,56.49,91365.58,520.00,0.00,0.08,1.56,-9.79,0.23,-0.16,-0.03,37.02,24.06,-10.23,100
508827,9.47,56.49,91365.41,520.00,0.00,0.06,1.59,-9.77,0.29,-0.10,-0.12,39.31,25.29,-12.10,100
509349,9.47,56.37,91365.69,527.00,0.00,0.07,1.57,-9.74,0.29,-0.07,-0.12,37.02,24.76,-10.57,100
509876,9.47,56.37,91365.30,527.00,0.00,0.07,1.58,-9.74,0.26,-0.13,-0.03,37.55,24.23,-10.74,100
510399,9.47,56.37,91366.94,527.00,0.00,0.08,1.60,-9.77,0.20,-0.07,-0.09,38.61,24.59,-9.03,100
510920,9.47,56.37,91365.08,527.00,0.00,0.08,1.56,-9.73,0.32,-0.10,-0.09,36.32,22.99,-10.23,100
511443,9.47,56.37,91365.58,527.00,0.00,0.08,1.57,-9.74,0.29,-0.10,-0.09,37.90,24.94,-10.40,100
511965,9.47,56.46,91364.90,514.00,0.00,0.11,1.59,-9.75,0.29,-0.07,-0.03,37.55,25.29,-9.37,100
512488,9.47,56.46,91363.64,514.00,0.00,0.11,1.56,-9.75,0.29,-0.07,-0.12,38.08,24.41,-10.57,100
513013,9.47,56.46,91366.80,505.00,0.00,0.06,1.57,-9.80,0.38,-0.04,-0.03,38.08,25.47,-10.23,100
513537,9.47,56.46,91362.45,505.00,0.00,0.08,1.58,-9.78,0.23,-0.13,0.00,37.37,24.41,-12.27,100
514059,9.46,56.86,91362.20,495.00,0.00,0.05,1.56,-9.80,0.23,-0.10,-0.06,36.49,24.23,-10.06,100
514582,9.46,56.86,91364.34,495.00,0.00,0.06,1.57,-9.73,0.32,-0.13,-0.03,36.67,24.41,-9.20,100
515104,9.46,56.86,91364.17,488.00,0.00,0.06,1.58,-9.75,0.29,-0.13,0.00,38.26,24.94,-10.40,100
515648,9.46,56.86,91366.67,488.00,0.00,0.07,1.58,-9.70,0.23,-0.10,-0.03,37.37,25.12,-11.93,100
516173,9.46,56.86,91362.64,488.00,0.00,0.08,1.60,-9.71,0.29,-0.10,-0.15,38.61,24.59,-9.03,100
516695,9.44,57.24,91364.66,473.00,0.00,0.08,1.56,-9.74,0.29,-0.10,-0.09,37.73,24.41,-10.57,100
517217,9.44,57.24,91364.23,473.00,0.00,0.08,1.55,-9.77,0.23,-0.10,-0.06,37.02,24.41,-9.89,100
517743,9.44,57.24,91365.23,473.00,0.00,0.06,1.57,-9.80,0.29,-0.04,0.00,38.26,25.65,-9.71,100
518270,9.44,57.24,91365.90,473.00,0.00,0.06,1.59,-9.77,0.26,-0.07,-0.06,38.43,24.06,-9.20,100
518790,9.43,57.61,91362.67,470.00,0.00,0.07,1.56,-9.76,0.26,-0.07,-0.06,37.55,24.94,-10.74,100
519313,9.43,57.61,91363.32,470.00,0.00,0.11,1.58,-9.77,0.23,-0.10,-0.09,37.73,25.12,-10.23,100
519833,9.43,57.61,91367.42,470.00,0.00,0.07,1.57,-9.78,0.20,-0.13,-0.03,37.37,25.47,-10.91,100
520357,9.43,57.61,91366.26,470.00,0.00,0.08,1.57,-9.75,0.26,-0.04,0.00,37.73,25.47,-10.57,100
520878,9.43,57.61,91365.59,470.00,0.00,0.06,1.59,-9.78,0.29,-0.04,-0.06,37.90,24.94,-11.76,100
521404,9.42,57.76,91363.08,463.00,0.00,0.08,1.57,-9.79,0.20,-0.10,-0.03,36.67,24.41,-10.23,100
521927,9.42,57.76,91365.48,463.00,0.00,0.07,1.57,-9.77,0.26,-0.10,-0.06,38.78,25.12,-11.25,100
522450,9.42,57.76,91364.48,463.00,0.00,0.06,1.58,-9.74,0.26,-0.13,-0.15,37.55,24.59,-10.40,100
522975,9.42,57.76,91365.82,463.00,0.00,0.08,1.57,-9.78,0.26,-0.10,-0.09,37.20,24.59,-9.37,100
523497,9.40,57.87,91362.77,460.00,0.00,0.06,1.58,-9.79,0.20,-0.07,-0.09,38.26,24.94,-10.74,100
524026,9.40,57.87,91364.41,460.00,0.00,0.05,1.56,-9.76,0.29,-0.07,-0.09,36.67,25.47,-10.91,100
524547,9.40,57.87,91366.02,455.00,0.00,0.08,1.58,-9.78,0.26,-0.13,-0.06,38.26,23.53,-10.74,100
525070,9.40,57.87,91365.22,455.00,0.00,0.10,1.56,-9.76,0.29,-0.10,-0.09,36.85,24.23,-9.71,100
525590,9.40,57.87,91366.05,455.00,0.00,0.08,1.59,-9.79,0.26,-0.16,-0.09,36.85,23.53,-10.40,100
526114,9.40,58.21,91366.00,455.00,0.00,0.06,1.59,-9.67,0.29,-0.10,-0.06,37.02,24.76,-9.20,100
526640,9.40,58.21,91366.25,455.00,0.00,0.08,1.57,-9.77,0.23,-0.04,-0.06,38.08,24.06,-9.89,100
527162,9.40,58.21,91369.23,460.00,0.00,0.07,1.59,-9.77,0.29,-0.07,-0.06,37.37,24.76,-9.89,100
527685,9.40,58.21,91368.41,460.00,0.00,0.09,1.57,-9.76,0.26,-0.04,-0.06,37.20,23.88,-9.71,100
528207,9.39,57.98,91366.94,463.00,0.00,0.06,1.60,-9.75,0.32,-0.10,-0.06,37.73,24.06,-10.91,100
528732,9.39,57.98,91368.61,463.00,0.00,0.07,1.54,-9.77,0.26,-0.10,-0.12,37.02,25.12,-10.23,100
529257,9.39,57.98,91365.44,463.00,0.00,0.05,1.54,-9.77,0.26,-0.10,-0.06,36.14,25.29,-11.42,100
529784,9.39,57.98,91367.11,463.00,0.00,0.06,1.59,-9.80,0.26,-0.07,-0.03,37.90,25.29,-10.06,100
530304,9.39,57.98,91365.45,463.00,0.00,0.06,1.58,-9.77,0.29,-0.13,-0.03,37.20,24.23,-11.08,100
530827,9.37,58.16,91366.42,460.00,0.00,0.09,1.59,-9.78,0.26,-0.10,-0.06,37.37,23.70,-10.23,100
531348,9.37,58.16,91365.17,460.00,0.00,0.08,1.54,-9.77,0.29,-0.10,0.00,37.02,25.47,-10.23,100
531871,9.37,58.16,91367.33,444.00,0.00,0.10,1.59,-9.75,0.32,-0.07,-0.12,38.78,25.47,-11.93,100
532397,9.37,58.16,91366.00,444.00,0.00,0.08,1.58,-9.81,0.29,-0.10,-0.03,37.55,24.23,-9.03,100
532919,9.36,58.82,91364.20,439.00,0.00,0.06,1.58,-9.73,0.29,-0.04,-0.09,37.20,23.88,-9.71,100
533439,9.36,58.82,91366.70,439.00,0.00,0.09,1.56,-9.79,0.26,-0.13,-0.06,37.90,25.65,-10.40,100
533967,9.36,58.82,91368.36,427.00,0.00,0.07,1.57,-9.75,0.26,-0.04,-0.09,36.67,24.76,-10.57,100
534488,9.36,58.82,91369.17,427.00,0.00,0.09,1.58,-9.79,0.26,-0.10,-0.09,38.43,25.47,-11.59,100
535010,9.36,58.82,91368.53,427.00,0.00,0.06,1.57,-9.74,0.26,-0.13,-0.12,37.55,24.94,-11.08,100
535530,9.35,59.04,91367.45,439.00,0.00,0.06,1.57,-9.76,0.26,-0.13,0.00,38.43,24.06,-9.54,100
536052,9.35,59.04,91368.70,439.00,0.00,0.07,1.58,-9.78,0.29,-0.07,-0.12,38.08,24.41,-11.25,100
536575,9.35,59.04,91367.36,444.00,0.00,0.08,1.59,-9.75,0.26,-0.01,-0.06,37.55,25.65,-10.40,100
537097,9.35,59.04,91369.20,444.00,0.00,0.09,1.59,-9.73,0.32,-0.10,0.00,37.90,24.59,-11.08,100
537620,9.34,59.16,91366.42,439.00,0.00,0.09,1.59,-9.79,0.35,-0.10,-0.03,38.61,24.94,-10.06,100
538165,9.34,59.16,91366.59,439.00,0.00,0.09,1.57,-9.82,0.35,-0.04,-0.06,37.20,23.88,-10.74,100
538691,9.34,59.16,91367.92,439.00,0.00,0.07,1.58,-9.76,0.26,-0.10,-0.06,37.90,25.29,-10.06,100
539213,9.34,59.16,91367.75,439.00,0.00,0.09,1.61,-9.76,0.26,-0.10,-0.06,37.02,23.70,-10.57,100
539736,9.34,59.16,91368.59,439.00,0.00,0.06,1.58,-9.76,0.32,-0.10,-0.03,36.85,23.88,-10.06,100
540258,9.33,59.11,91368.84,435.00,0.00,0.09,1.58,-9.80,0.38,-0.07,-0.03,37.37,24.06,-9.54,100
540784,9.33,59.11,91366.59,435.00,0.00,0.08,1.57,-9.74,0.26,-0.10,-0.09,38.26,23.88,-11.08,100
541304,9.33,59.11,91367.09,439.00,0.00,0.08,1.57,-9.79,0.32,-0.13,-0.03,38.08,25.47,-10.57,100
541827,9.33,59.11,91369.59,439.00,0.00,0.09,1.60,-9.80,0.32,-0.13,-0.09,37.55,23.88,-8.69,100
542349,9.32,59.30,91365.65,424.00,0.00,0.06,1.60,-9.76,0.26,-0.07,-0.06,38.26,24.59,-10.74,100
542872,9.32,59.30,91368.45,424.00,0.00,0.08,1.54,-9.78,0.32,-0.10,-0.09,38.08,24.76,-9.54,100
543392,9.32,59.30,91365.59,420.00,0.00,0.11,1.59,-9.79,0.26,-0.04,-0.06,37.02,24.41,-10.91,100
543919,9.32,59.30,91369.92,420.00,0.00,0.08,1.60,-9.73,0.26,-0.07,-0.06,37.37,25.82,-10.91,100
544441,9.32,59.30,91367.26,420.00,0.00,0.08,1.57,-9.76,0.29,-0.04,-0.03,36.32,25.12,-9.54,100
544964,9.31,59.71,91368.05,420.00,0.00,0.08,1.59,-9.78,0.29,-0.16,-0.12,36.49,23.88,-10.06,100
545487,9.31,59.71,91366.45,420.00,0.00,0.07,1.58,-9.73,0.35,-0.07,-0.09,36.49,24.59,-10.40,100
546009,9.31,59.71,91367.95,424.00,0.00,0.06,1.57,-9.78,0.20,-0.13,-0.15,37.90,25.65,-10.74,100
546537,9.31,59.71,91370.59,424.00,0.00,0.08,1.57,-9.75,0.26,-0.01,-0.09,37.55,25.29,-9.71,100
547059,9.29,59.69,91362.48,424.00,0.00,0.06,1.55,-9.81,0.29,-0.10,-0.09,36.85,25.29,-10.06,100
547583,9.29,59.69,91365.84,424.00,0.00,0.07,1.59,-9.77,0.32,-0.07,-0.03,36.32,25.82,-10.23,100
548103,9.29,59.69,91368.95,427.00,0.00,0.09,1.57,-9.78,0.26,-0.10,-0.06,38.26,22.82,-11.08,100
548627,9.29,59.69,91367.63,427.00,0.00,0.08,1.59,-9.79,0.35,-0.07,-0.06,38.26,24.59,-11.42,100
549156,9.29,59.69,91370.45,427.00,0.00,0.08,1.57,-9.77,0.26,-0.10,-0.12,38.26,26.00,-12.44,100
549678,9.28,59.25,91368.21,439.00,0.00,0.07,1.57,-9.76,0.29,-0.07,0.00,37.20,23.88,-10.06,100
550201,9.28,59.25,91368.45,439.00,0.00,0.05,1.58,-9.79,0.29,-0.10,-0.06,37.55,26.00,-11.08,100
550723,9.28,59.25,91368.29,444.00,0.00,0.06,1.59,-9.81,0.26,-0.10,-0.09,37.90,24.23,-10.74,100
551247,9.28,59.25,91368.79,444.00,0.00,0.07,1.58,-9.75,0.23,-0.10,-0.09,36.85,25.65,-10.74,100
551770,9.28,58.88,91367.15,444.00,0.00,0.08,1.57,-9.74,0.23,-0.10,0.00,38.43,24.76,-10.91,100
552297,9.28,58.88,91369.54,444.00,0.00,0.07,1.59,-9.75,0.26,-0.13,-0.06,36.14,25.29,-9.71,100
552817,9.28,58.88,91367.84,439.00,0.00,0.06,1.58,-9.75,0.32,-0.07,-0.09,38.26,26.00,-11.08,100
553341,9.28,58.88,91368.45,439.00,0.00,0.06,1.61,-9.74,0.32,-0.04,-0.09,38.61,24.94,-9.71,100
553862,9.28,58.88,91367.30,439.00,0.00,0.07,1.58,-9.77,0.29,-0.07,-0.09,36.85,23.88,-10.40,100
554386,9.27,59.19,91369.44,435.00,0.00,0.10,1.59,-9.75,0.29,-0.04,-0.06,38.26,25.65,-10.40,100
554913,9.27,59.19,91367.02,435.00,0.00,0.08,1.58,-9.78,0.32,-0.04,-0.06,37.02,25.12,-9.89,100
555435,9.27,59.19,91367.84,427.00,0.00,0.06,1.57,-9.78,0.32,-0.04,-0.09,36.32,23.35,-9.89,100
555957,9.27,59.19,91365.69,427.00,0.00,0.11,1.58,-9.80,0.29,-0.10,-0.12,37.37,24.76,-11.25,100
556480,9.26,60.23,91363.55,402.00,0.00,0.09,1.55,-9.76,0.29,-0.04,-0.12,37.55,24.94,-10.40,100
557002,9.26,60.23,91365.88,402.00,0.00,0.07,1.59,-9.76,0.29,-0.04,-0.06,37.20,24.23,-10.40,100
557528,9.26,60.23,91367.52,410.00,0.00,0.07,1.58,-9.78,0.32,-0.07,-0.09,38.26,24.59,-9.71,100
558051,9.26,60.23,91368.02,410.00,0.00,0.07,1.56,-9.73,0.23,-0.10,-0.06,36.49,24.23,-11.42,100
558571,9.26,60.23,91367.18,410.00,0.00,0.07,1.59,-9.76,0.35,-0.07,-0.03,37.55,24.23,-10.40,100
559094,9.26,59.97,91369.19,420.00,0.00,0.10,1.57,-9.83,0.26,-0.01,-0.06,37.02,25.12,-10.23,100
559615,9.26,59.97,91369.05,420.00,0.00,0.07,1.58,-9.78,0.29,-0.13,-0.06,37.90,23.53,-10.06,100
560139,9.26,59.97,91370.01,416.00,0.00,0.07,1.57,-9.81,0.32,-0.13,-0.03,37.37,24.41,-10.91,100
560683,9.26,59.97,91370.34,416.00,0.00,0.05,1.57,-9.74,0.32,-0.07,-0.09,36.32,23.35,-10.57,100
561210,9.25,60.11,91366.38,416.00,0.00,0.10,1.57,-9.81,0.26,-0.07,-0.06,37.73,24.76,-10.57,100
561730,9.25,60.11,91368.77,416.00,0.00,0.08,1.58,-9.77,0.29,-0.13,-0.18,38.78,24.06,-9.89,100
562253,9.25,60.11,91367.05,407.00,0.00,0.09,1.57,-9.73,0.23,-0.07,-0.06,36.32,25.12,-9.89,100
562773,9.25,60.11,91368.38,407.00,0.00,0.06,1.58,-9.76,0.26,-0.04,-0.06,37.37,23.70,-11.59,100
563300,9.25,60.11,91365.72,407.00,0.00,0.07,1.58,-9.75,0.32,-0.13,-0.12,37.73,23.70,-9.20,100
563822,9.24,60.31,91365.56,407.00,0.00,0.06,1.59,-9.76,0.29,-0.07,-0.03,36.14,25.29,-10.06,100
564345,9.24,60.31,91367.60,407.00,0.00,0.08,1.55,-9.76,0.26,-0.10,-0.06,36.67,25.12,-10.23,100
564868,9.24,60.31,91368.59,416.00,0.00,0.05,1.56,-9.74,0.29,-0.07,-0.12,37.37,24.76,-10.23,100
565390,9.24,60.31,91367.94,416.00,0.00,0.07,1.56,-9.80,0.23,-0.13,-0.12,38.43,23.70,-10.57,100
565917,9.23,60.00,91366.09,420.00,0.00,0.08,1.57,-9.75,0.29,-0.16,-0.12,38.08,25.12,-9.89,100
566437,9.23,60.00,91365.97,420.00,0.00,0.08,1.57,-9.73,0.29,-0.07,-0.06,37.73,25.47,-9.89,100
566960,9.23,60.00,91367.60,420.00,0.00,0.09,1.56,-9.77,0.29,-0.13,-0.06,38.96,24.23,-11.42,100
567481,9.23,60.00,91366.11,420.00,0.00,0.06,1.58,-9.79,0.29,-0.10,-0.06,38.26,23.88,-11.08,100
568004,9.23,60.00,91367.11,420.00,0.00,0.06,1.59,-9.78,0.29,-0.04,-0.06,39.31,25.29,-11.08,100
568524,9.23,60.17,91364.12,424.00,0.00,0.06,1.58,-9.75,0.29,-0.07,-0.06,37.37,24.06,-10.91,100
569052,9.23,60.17,91367.13,424.00,0.00,0.10,1.57,-9.77,0.26,-0.01,-0.09,39.49,25.12,-9.54,100
569576,9.23,60.17,91368.60,427.00,0.00,0.07,1.59,-9.81,0.29,-0.07,-0.06,38.43,24.76,-10.91,100
570098,9.23,60.17,91369.63,427.00,0.00,0.07,1.58,-9.75,0.32,-0.07,0.00,38.08,25.12,-11.25,100
570620,9.22,59.94,91366.48,418.00,0.00,0.07,1.58,-9.78,0.26,-0.07,-0.06,38.08,24.06,-10.57,100
571143,9.22,59.94,91369.19,418.00,0.00,0.07,1.57,-9.74,0.32,-0.01,-0.06,36.67,24.76,-8.86,100
571670,9.22,59.94,91367.83,424.00,0.00,0.04,1.59,-9.74,0.23,-0.10,-0.12,36.32,24.76,-10.57,100
572190,9.22,59.94,91371.16,424.00,0.00,0.08,1.56,-9.76,0.29,-0.10,-0.09,36.85,23.88,-10.74,100
572714,9.22,59.94,91368.49,424.00,0.00,0.06,1.61,-9.76,0.32,-0.16,-0.12,37.37,24.06,-10.57,100
573234,9.20,59.51,91370.02,436.00,0.00,0.05,1.58,-9.74,0.26,-0.04,-0.06,37.37,24.76,-10.57,100
573757,9.20,59.51,91368.38,436.00,0.00,0.07,1.57,-9.76,0.35,-0.07,-0.09,36.67,25.12,-10.57,100
574284,9.20,59.51,91367.86,434.00,0.00,0.07,1.59,-9.77,0.35,-0.04,-0.15,38.26,25.29,-11.08,100
574808,9.20,59.51,91370.55,434.00,0.00,0.07,1.61,-9.79,0.26,-0.04,-0.06,36.32,24.41,-9.89,100
575330,9.19,59.16,91369.06,445.00,0.00,0.06,1.56,-9.76,0.29,-0.01,-0.03,37.73,25.47,-10.57,100
575856,9.19,59.16,91367.11,445.00,0.00,0.06,1.59,-9.77,0.23,-0.04,-0.03,37.37,25.12,-9.20,100
576379,9.19,59.16,91370.05,445.00,0.00,0.06,1.60,-9.69,0.29,-0.07,-0.03,36.85,23.88,-10.06,100
576901,9.19,59.16,91370.55,445.00,0.00,0.07,1.58,-9.74,0.26,-0.07,-0.15,38.43,25.82,-10.23,100
577428,9.19,59.16,91370.38,445.00,0.00,0.06,1.60,-9.77,0.32,-0.10,-0.03,36.49,23.88,-10.74,100
577949,9.19,58.93,91365.23,445.00,0.00,0.06,1.58,-9.77,0.32,-0.07,-0.12,35.79,24.94,-9.71,100
578474,9.19,58.93,91367.45,445.00,0.00,0.06,1.59,-9.79,0.26,-0.04,-0.09,38.43,24.41,-11.25,100
578994,9.19,58.93,91367.61,445.00,0.00,0.07,1.57,-9.74,0.26,-0.10,-0.12,37.55,24.23,-10.06,100
579519,9.19,58.93,91369.08,445.00,0.00,0.08,1.58,-9.77,0.29,-0.07,-0.09,37.55,23.53,-9.71,100
580045,9.18,58.67,91367.63,454.00,0.00,0.07,1.58,-9.76,0.26,-0.13,-0.06,37.55,25.65,-10.40,100
580567,9.18,58.67,91368.64,454.00,0.00,0.07,1.59,-9.79,0.32,-0.10,-0.06,37.90,23.88,-11.08,100
581089,9.18,58.67,91367.95,450.00,0.00,0.08,1.57,-9.74,0.32,-0.07,-0.03,36.49,25.29,-9.03,100
581612,9.18,58.67,91367.78,450.00,0.00,0.05,1.59,-9.77,0.32,-0.04,-0.09,38.43,24.06,-9.54,100
582134,9.18,58.67,91368.94,450.00,0.00,0.06,1.55,-9.81,0.29,-0.10,-0.09,38.61,24.59,-9.37,100
582678,9.17,58.47,91364.77,450.00,0.00,0.05,1.59,-9.74,0.29,-0.07,-0.09,38.08,24.41,-10.91,100
583205,9.17,58.47,91366.64,450.00,0.00,0.06,1.60,-9.77,0.29,-0.07,-0.03,38.26,25.29,-9.03,100
