tempo(ms),temperatura(C),umidade(%),pressao(Pa),co2(ppm),luminosidade(%),acelX(m/s2),accelY,acelZ,giroX(graus/s),giroY,giroZ,magX(uT),magY,magZ,bateria(%)
708323,4.46,82.15,91628.23,409.00,90.00,0.33,-0.11,-9.92,-16.75,-6.34,-1.89,57.12,-4.60,-8.86,68
708846,4.46,82.15,91628.72,409.00,90.00,0.31,-0.10,-9.96,-16.81,-6.34,-1.89,55.36,-4.95,-8.52,68
709373,4.46,82.15,91628.56,409.00,91.00,0.31,-0.09,-9.99,-16.81,-6.25,-1.95,55.53,-5.84,-9.71,68
709895,4.46,82.15,91625.44,402.00,91.00,0.32,-0.10,-9.90,-16.84,-6.28,-1.89,55.89,-5.84,-9.03,68
710417,4.46,82.15,91628.25,402.00,90.00,0.32,-0.08,-9.97,-16.87,-6.28,-1.83,55.18,-5.13,-9.03,68
710939,4.46,82.15,91628.90,405.00,90.00,0.33,-0.07,-9.95,-16.87,-6.28,-1.95,54.48,-5.13,-10.06,68
711462,4.46,82.15,91629.23,405.00,90.00,0.33,-0.12,-9.96,-16.81,-6.28,-1.92,55.89,-4.42,-9.71,68
711996,4.46,82.15,91626.09,405.00,90.00,0.32,-0.09,-9.95,-16.81,-6.28,-1.92,54.83,-5.13,-8.01,68
712520,4.46,82.15,91627.73,405.00,91.00,0.29,-0.11,-9.93,-16.78,-6.31,-1.86,55.71,-5.31,-8.52,68
713040,4.46,82.15,91629.24,405.00,91.00,0.29,-0.13,-9.94,-16.84,-6.22,-1.86,55.36,-3.89,-8.52,68
713563,4.46,82.15,91628.24,405.00,90.00,0.33,-0.11,-9.98,-16.84,-6.31,-1.89,55.89,-4.78,-9.03,68
714083,4.46,82.15,91629.23,405.00,90.00,0.32,-0.09,-9.98,-16.84,-6.28,-1.86,55.53,-5.13,-9.37,68
714607,4.47,82.10,91629.73,408.00,90.00,0.32,-0.09,-9.96,-16.84,-6.34,-1.83,55.36,-4.95,-9.89,68
715133,4.47,82.10,91627.73,408.00,91.00,0.33,-0.12,-9.98,-16.78,-6.31,-1.83,55.00,-3.89,-8.86,68
715655,4.47,82.10,91629.72,405.00,90.00,0.31,-0.09,-9.93,-16.84,-6.37,-1.86,55.53,-3.71,-8.69,68
716180,4.47,82.10,91627.91,405.00,90.00,0.32,-0.09,-9.97,-16.84,-6.28,-1.92,54.12,-4.78,-8.35,68
716702,4.45,82.05,91625.25,402.00,90.00,0.32,-0.11,-9.97,-16.78,-6.25,-1.86,55.89,-4.42,-8.35,68
717225,4.45,82.05,91629.88,402.00,90.00,0.29,-0.07,-9.99,-16.81,-6.28,-1.83,54.48,-5.48,-10.06,68
717751,4.45,82.05,91627.39,408.00,91.00,0.31,-0.08,-9.94,-16.84,-6.25,-1.83,53.95,-3.89,-10.57,68
718274,4.45,82.05,91630.20,408.00,90.00,0.31,-0.08,-9.94,-16.81,-6.25,-1.86,55.89,-4.07,-10.06,68
718794,4.45,82.05,91628.39,408.00,90.00,0.32,-0.08,-10.00,-16.81,-6.25,-1.86,55.53,-5.48,-9.37,68
719317,4.45,82.08,91625.59,413.00,90.00,0.32,-0.09,-9.95,-16.78,-6.31,-1.86,55.18,-4.42,-8.69,68
719837,4.45,82.08,91628.72,413.00,90.00,0.30,-0.07,-9.93,-16.78,-6.25,-1.86,55.36,-5.31,-9.20,68
720363,4.45,82.08,91631.04,422.00,90.00,0.30,-0.11,-9.91,-16.87,-6.28,-1.86,57.12,-3.89,-8.52,68
720886,4.45,82.08,91629.41,422.00,90.00,0.34,-0.06,-9.94,-16.84,-6.28,-1.89,56.24,-4.07,-8.01,68
721410,4.45,82.15,91624.92,451.00,90.00,0.29,-0.09,-9.96,-16.84,-6.31,-1.86,55.00,-5.31,-9.54,68
721932,4.45,82.15,91629.53,451.00,90.00,0.30,-0.12,-9.98,-16.84,-6.31,-1.92,55.71,-4.60,-7.50,68
722454,4.45,82.15,91629.08,461.00,90.00,0.32,-0.08,-9.95,-16.81,-6.25,-1.92,55.18,-3.71,-9.03,68
722999,4.45,82.15,91630.55,461.00,90.00,0.30,-0.12,-9.96,-16.84,-6.28,-1.86,54.48,-3.36,-9.71,68
723525,4.45,82.15,91630.71,461.00,91.00,0.32,-0.10,-9.98,-16.78,-6.34,-1.89,55.71,-4.95,-8.52,68
724049,4.45,82.21,91630.72,470.00,91.00,0.30,-0.11,-9.98,-16.84,-6.31,-1.92,55.00,-4.95,-9.20,68
724572,4.45,82.21,91628.56,470.00,91.00,0.33,-0.08,-9.93,-16.81,-6.31,-1.92,55.00,-4.25,-8.52,68
725094,4.45,82.21,91629.57,481.00,90.00,0.29,-0.11,-9.97,-16.87,-6.25,-1.86,54.83,-5.13,-8.69,68
725622,4.45,82.21,91629.41,481.00,90.00,0.32,-0.09,-9.93,-16.84,-6.28,-1.83,55.00,-5.31,-9.20,68
726145,4.46,82.23,91626.27,485.00,90.00,0.33,-0.10,-9.95,-16.84,-6.34,-1.86,56.24,-4.42,-8.69,68
726666,4.46,82.23,91629.39,485.00,91.00,0.29,-0.09,-9.94,-16.87,-6.28,-1.89,54.83,-3.01,-10.06,68
727190,4.46,82.23,91626.27,495.00,90.00,0.31,-0.11,-9.98,-16.81,-6.28,-1.89,54.65,-6.37,-9.20,68
727710,4.46,82.23,91628.41,495.00,90.00,0.30,-0.08,-9.96,-16.81,-6.31,-1.86,55.71,-5.31,-9.20,68
728233,4.46,82.23,91631.53,495.00,91.00,0.33,-0.10,-9.97,-16.90,-6.25,-1.92,55.71,-6.01,-8.18,68
728759,4.46,82.23,91625.77,491.00,90.00,0.30,-0.11,-9.95,-16.84,-6.37,-1.92,53.95,-4.60,-9.89,68
729282,4.46,82.23,91629.05,491.00,90.00,0.32,-0.07,-9.92,-16.84,-6.28,-1.83,55.36,-4.60,-8.86,68
729804,4.46,82.23,91627.73,491.00,90.00,0.33,-0.08,-9.91,-16.81,-6.28,-1.83,55.18,-3.36,-8.69,68
730326,4.46,82.23,91625.92,491.00,91.00,0.31,-0.07,-9.96,-16.78,-6.28,-1.86,56.06,-4.95,-10.57,68
730850,4.47,82.23,91625.75,495.00,90.00,0.30,-0.11,-9.95,-16.87,-6.28,-1.89,55.00,-5.31,-9.54,68
731377,4.47,82.23,91627.92,495.00,91.00,0.30,-0.11,-9.94,-16.84,-6.31,-1.83,55.89,-6.19,-8.69,68
731901,4.47,82.23,91627.58,491.00,91.00,0.26,-0.11,-9.97,-16.81,-6.31,-1.89,55.89,-5.48,-9.37,68
732421,4.47,82.23,91627.25,491.00,91.00,0.32,-0.11,-9.96,-16.90,-6.28,-1.92,55.00,-5.31,-8.52,68
732944,4.47,82.23,91626.42,491.00,90.00,0.33,-0.10,-9.94,-16.81,-6.31,-1.89,56.24,-5.13,-9.03,68
733464,4.47,82.23,91629.06,515.00,91.00,0.32,-0.11,-9.96,-16.81,-6.28,-1.92,56.06,-4.60,-8.52,68
733993,4.47,82.23,91627.08,515.00,90.00,0.33,-0.08,-9.94,-16.84,-6.28,-1.89,55.53,-4.42,-8.01,68
734515,4.47,82.23,91627.59,529.00,90.00,0.30,-0.10,-9.93,-16.81,-6.31,-1.92,55.89,-6.19,-9.37,68
735037,4.47,82.23,91631.04,529.00,90.00,0.31,-0.11,-9.98,-16.81,-6.31,-1.86,55.00,-5.31,-7.50,68
735560,4.48,82.21,91628.42,495.00,90.00,0.31,-0.08,-9.96,-16.75,-6.28,-1.92,56.41,-4.25,-8.86,68
736084,4.48,82.21,91629.05,495.00,90.00,0.31,-0.10,-9.96,-16.84,-6.31,-1.86,54.48,-3.36,-8.69,68
736611,4.48,82.21,91627.75,495.00,90.00,0.29,-0.06,-10.00,-16.84,-6.31,-1.86,55.89,-4.78,-9.03,68
737134,4.48,82.21,91629.08,495.00,91.00,0.31,-0.09,-9.98,-16.90,-6.28,-1.92,55.18,-5.13,-10.06,68
737657,4.48,82.21,91628.73,495.00,90.00,0.30,-0.08,-9.97,-16.84,-6.28,-1.86,55.00,-5.31,-8.52,68
738178,4.48,82.18,91626.26,495.00,90.00,0.30,-0.06,-9.97,-16.78,-6.28,-1.86,55.36,-4.95,-9.20,68
738702,4.48,82.18,91627.58,495.00,90.00,0.31,-0.08,-9.97,-16.75,-6.37,-1.83,55.89,-4.42,-9.37,68
739222,4.48,82.18,91626.59,491.00,90.00,0.32,-0.08,-9.97,-16.87,-6.28,-1.83,55.18,-5.84,-8.35,68
739749,4.48,82.18,91629.72,491.00,90.00,0.29,-0.09,-9.98,-16.84,-6.31,-2.01,54.48,-5.13,-10.40,68
740272,4.49,82.21,91624.94,495.00,90.00,0.32,-0.09,-9.97,-16.81,-6.31,-1.95,55.18,-5.13,-7.33,68
740796,4.49,82.21,91628.73,495.00,90.00,0.34,-0.10,-9.98,-16.81,-6.34,-1.92,53.77,-5.84,-10.06,68
741318,4.49,82.21,91626.92,485.00,90.00,0.29,-0.10,-9.93,-16.84,-6.28,-1.89,54.12,-5.13,-7.50,68
741841,4.49,82.21,91627.43,485.00,90.00,0.33,-0.10,-9.93,-16.84,-6.28,-1.89,54.48,-5.84,-10.40,68
742369,4.49,82.21,91625.77,485.00,90.00,0.33,-0.09,-9.95,-16.84,-6.34,-1.86,56.41,-4.25,-9.20,68
742891,4.49,82.21,91622.94,475.00,90.00,0.30,-0.11,-9.94,-16.87,-6.28,-1.89,55.71,-4.60,-10.57,68
743414,4.49,82.21,91627.27,475.00,91.00,0.31,-0.12,-9.88,-16.78,-6.28,-1.86,54.30,-4.95,-9.54,68
743934,4.49,82.21,91627.89,481.00,90.00,0.29,-0.10,-9.94,-16.81,-6.28,-1.92,55.53,-5.84,-8.35,68
744457,4.49,82.21,91626.73,481.00,90.00,0.31,-0.09,-9.93,-16.81,-6.34,-1.86,56.24,-3.71,-7.67,68
745001,4.50,82.18,91623.45,485.00,91.00,0.31,-0.12,-9.95,-16.81,-6.31,-1.89,55.36,-4.95,-9.20,68
745527,4.50,82.18,91626.27,485.00,90.00,0.33,-0.07,-9.94,-16.78,-6.31,-1.89,55.36,-3.89,-9.54,68
746047,4.50,82.18,91624.91,481.00,90.00,0.30,-0.11,-9.93,-16.87,-6.31,-1.92,54.83,-6.54,-9.37,68
746572,4.50,82.18,91627.56,481.00,90.00,0.32,-0.09,-9.98,-16.75,-6.25,-1.89,54.12,-5.13,-9.71,68
747093,4.50,82.18,91626.57,481.00,91.00,0.29,-0.11,-9.94,-16.81,-6.28,-1.92,54.12,-4.78,-8.35,68
747621,4.50,82.23,91627.74,481.00,91.00,0.29,-0.12,-9.95,-16.81,-6.25,-1.83,54.30,-4.25,-9.54,68
748146,4.50,82.23,91626.73,481.00,90.00,0.30,-0.10,-9.97,-16.84,-6.31,-1.86,55.00,-4.95,-9.54,68
748668,4.50,82.23,91629.72,505.00,90.00,0.32,-0.11,-9.92,-16.84,-6.22,-1.89,55.53,-5.48,-8.69,68
749192,4.50,82.23,91626.10,505.00,90.00,0.30,-0.10,-9.93,-16.78,-6.28,-1.86,54.48,-5.48,-8.69,68
749713,4.50,82.31,91627.23,501.00,90.00,0.31,-0.09,-9.98,-16.78,-6.25,-1.89,54.48,-5.84,-8.69,68
750240,4.50,82.31,91627.60,501.00,90.00,0.31,-0.10,-9.97,-16.81,-6.37,-1.86,54.30,-5.31,-9.20,68
750760,4.50,82.31,91629.06,505.00,91.00,0.30,-0.09,-9.97,-16.81,-6.34,-1.83,55.53,-5.13,-9.71,68
751285,4.50,82.31,91630.56,505.00,92.00,0.34,-0.06,-9.91,-16.81,-6.28,-1.92,55.00,-4.60,-9.20,68
751805,4.50,82.31,91628.72,505.00,90.00,0.32,-0.09,-9.89,-16.84,-6.28,-1.92,55.71,-6.01,-9.20,68
752328,4.50,82.36,91627.24,567.00,91.00,0.32,-0.12,-9.94,-16.84,-6.28,-1.86,55.89,-5.48,-9.03,68
752848,4.50,82.36,91627.58,567.00,90.00,0.32,-0.08,-9.95,-16.84,-6.28,-1.89,54.83,-3.36,-7.33,68
753374,4.50,82.36,91629.05,607.00,90.00,0.30,-0.09,-9.98,-16.81,-6.25,-1.92,55.00,-4.25,-8.86,68
753896,4.50,82.36,91629.06,607.00,90.00,0.34,-0.07,-9.93,-16.87,-6.28,-1.89,54.48,-5.13,-9.03,68
754418,4.51,82.23,91627.58,634.00,90.00,0.32,-0.11,-9.91,-16.81,-6.28,-1.92,55.71,-5.66,-8.18,68
754941,4.51,82.23,91627.24,634.00,91.00,0.31,-0.10,-9.93,-16.84,-6.28,-1.92,54.83,-4.42,-9.03,68
755463,4.51,82.23,91626.41,653.00,90.00,0.32,-0.08,-9.93,-16.84,-6.31,-1.92,55.36,-4.95,-9.20,68
755990,4.51,82.23,91626.25,653.00,90.00,0.32,-0.08,-9.95,-16.78,-6.25,-1.89,56.06,-5.66,-7.84,68
756512,4.51,82.23,91628.57,653.00,91.00,0.29,-0.08,-9.94,-16.87,-6.31,-1.86,55.18,-5.48,-9.71,68
757035,4.51,82.02,91630.22,671.00,91.00,0.32,-0.09,-9.93,-16.81,-6.31,-1.95,55.36,-4.60,-9.20,68
757556,4.51,82.02,91628.89,671.00,90.00,0.30,-0.08,-9.92,-16.78,-6.31,-1.89,55.89,-4.78,-9.37,68
758079,4.51,82.02,91627.74,678.00,90.00,0.31,-0.08,-9.95,-16.81,-6.31,-1.83,54.12,-6.19,-9.71,68
758607,4.51,82.02,91627.57,678.00,90.00,0.33,-0.09,-10.02,-16.78,-6.31,-1.89,55.18,-4.42,-8.69,68
759129,4.51,81.79,91627.42,671.00,91.00,0.31,-0.09,-9.95,-16.87,-6.31,-1.83,55.71,-4.25,-8.86,68
759651,4.51,81.79,91628.89,671.00,90.00,0.33,-0.11,-9.96,-16.84,-6.31,-1.86,56.06,-4.95,-9.20,68
760173,4.51,81.79,91630.88,671.00,90.00,0.31,-0.09,-9.97,-16.81,-6.31,-1.89,55.36,-4.95,-8.52,68
760694,4.51,81.79,91628.23,671.00,90.00,0.30,-0.10,-9.97,-16.84,-6.28,-1.86,54.48,-4.78,-9.71,68
761220,4.51,81.79,91630.05,671.00,91.00,0.31,-0.11,-9.92,-16.84,-6.28,-1.89,53.95,-5.31,-8.52,68
761743,4.50,81.66,91626.91,657.00,90.00,0.32,-0.08,-9.95,-16.81,-6.31,-1.92,54.65,-6.01,-9.89,68
762263,4.50,81.66,91625.59,657.00,90.00,0.33,-0.10,-10.01,-16.87,-6.37,-1.89,55.00,-5.66,-9.20,68
762787,4.50,81.66,91630.56,646.00,90.00,0.29,-0.08,-9.90,-16.84,-6.28,-1.86,55.36,-4.95,-9.20,68
763307,4.50,81.66,91626.94,646.00,90.00,0.29,-0.10,-9.95,-16.81,-6.28,-1.95,54.48,-5.84,-9.37,68
763835,4.50,81.60,91625.92,626.00,90.00,0.33,-0.09,-9.94,-16.78,-6.28,-1.92,55.89,-4.42,-9.37,68
764357,4.50,81.60,91631.20,626.00,90.00,0.31,-0.11,-10.00,-16.81,-6.25,-1.89,54.65,-5.31,-8.52,68
764879,4.50,81.60,91626.92,682.00,91.00,0.32,-0.09,-9.90,-16.78,-6.22,-1.95,55.53,-5.48,-8.35,68
765402,4.50,81.60,91630.22,682.00,91.00,0.33,-0.07,-9.97,-16.87,-6.34,-1.83,54.12,-5.48,-9.03,68
765924,4.50,81.60,91629.22,682.00,91.00,0.32,-0.10,-9.90,-16.81,-6.28,-1.83,55.36,-4.60,-9.20,68
766446,4.50,81.58,91629.88,614.00,90.00,0.30,-0.10,-9.95,-16.75,-6.34,-1.92,55.36,-4.60,-8.52,68
766991,4.50,81.58,91628.56,614.00,90.00,0.30,-0.12,-9.92,-16.81,-6.34,-1.89,55.53,-5.13,-7.67,68
767516,4.50,81.58,91630.06,607.00,90.00,0.33,-0.09,-9.98,-16.84,-6.31,-1.89,55.18,-6.19,-8.01,68
768038,4.50,81.58,91630.89,607.00,91.00,0.30,-0.07,-9.93,-16.78,-6.28,-1.89,54.83,-4.07,-8.69,68
768560,4.50,81.68,91628.06,599.00,90.00,0.29,-0.12,-9.90,-16.78,-6.25,-1.86,54.48,-5.13,-10.40,68
769082,4.50,81.68,91629.05,599.00,90.00,0.32,-0.12,-9.98,-16.87,-6.25,-1.86,56.24,-5.48,-9.03,68
769610,4.50,81.68,91628.06,581.00,90.00,0.31,-0.06,-9.91,-16.81,-6.31,-1.92,57.12,-4.25,-9.20,68
770130,4.50,81.68,91627.08,581.00,90.00,0.29,-0.08,-9.92,-16.96,-6.31,-1.89,55.71,-3.54,-8.86,68
770650,4.50,81.68,91630.39,581.00,91.00,0.32,-0.08,-9.99,-16.78,-6.31,-1.83,55.71,-3.18,-8.18,68
771174,4.51,81.82,91626.41,581.00,90.00,0.30,-0.10,-10.01,-16.90,-6.28,-1.86,55.71,-4.95,-8.86,68
771696,4.51,81.82,91629.22,581.00,90.00,0.31,-0.09,-9.97,-16.78,-6.28,-1.92,56.41,-5.31,-8.86,68
772223,4.51,81.82,91632.38,589.00,90.00,0.30,-0.09,-9.95,-16.81,-6.31,-1.92,55.36,-4.95,-9.54,68
772745,4.51,81.82,91632.55,589.00,90.00,0.31,-0.09,-9.95,-16.84,-6.34,-1.89,54.65,-4.60,-9.89,68
773267,4.52,81.92,91629.20,577.00,90.00,0.32,-0.08,-9.92,-16.81,-6.25,-1.83,56.06,-4.25,-9.20,68
773790,4.52,81.92,91630.55,577.00,90.00,0.32,-0.09,-9.92,-16.84,-6.31,-1.92,53.59,-3.54,-8.86,68
774312,4.52,81.92,91629.25,611.00,91.00,0.33,-0.10,-9.94,-16.81,-6.31,-1.86,55.18,-5.48,-9.37,68
774838,4.52,81.92,91630.55,611.00,90.00,0.31,-0.10,-9.97,-16.81,-6.22,-1.86,54.83,-4.42,-9.03,68
775361,4.52,81.92,91628.90,611.00,90.00,0.30,-0.08,-9.96,-16.81,-6.28,-1.86,55.00,-4.25,-9.20,67
775881,4.52,82.10,91631.55,629.00,91.00,0.31,-0.07,-9.91,-16.81,-6.31,-1.83,55.71,-4.60,-10.23,67
776406,4.52,82.10,91627.41,629.00,91.00,0.30,-0.09,-9.90,-16.81,-6.28,-1.86,55.71,-4.60,-9.89,68
776926,4.52,82.10,91627.25,637.00,90.00,0.31,-0.11,-9.91,-16.87,-6.28,-1.89,53.59,-4.25,-8.86,68
777450,4.52,82.10,91628.26,637.00,90.00,0.32,-0.13,-9.92,-16.81,-6.31,-1.86,54.30,-4.60,-10.57,68
777976,4.53,82.15,91630.89,570.00,90.00,0.31,-0.07,-10.01,-16.78,-6.28,-1.92,56.06,-4.25,-9.20,68
778497,4.53,82.15,91629.72,570.00,90.00,0.30,-0.09,-9.93,-16.84,-6.28,-1.89,56.06,-5.31,-9.20,68
779020,4.53,82.15,91629.89,539.00,91.00,0.33,-0.09,-9.95,-16.78,-6.31,-1.86,55.89,-4.78,-8.01,68
779542,4.53,82.15,91629.23,539.00,90.00,0.29,-0.14,-9.95,-16.78,-6.28,-1.86,56.59,-4.07,-8.35,67
780064,4.53,82.15,91628.73,539.00,90.00,0.31,-0.10,-9.97,-16.78,-6.28,-1.77,56.59,-3.71,-9.37,67
780592,4.53,82.23,91628.08,539.00,90.00,0.31,-0.11,-9.97,-16.75,-6.34,-1.89,56.24,-4.78,-9.03,67
781116,4.53,82.23,91629.41,539.00,90.00,0.33,-0.08,-9.94,-16.81,-6.28,-1.89,55.53,-5.48,-9.03,67
781636,4.53,82.23,91627.44,530.00,91.00,0.31,-0.11,-9.96,-16.84,-6.31,-1.89,54.83,-5.13,-10.06,67
782159,4.53,82.23,91629.56,530.00,91.00,0.32,-0.11,-9.99,-16.78,-6.28,-1.86,56.94,-4.78,-10.06,67
782681,4.55,82.35,91629.72,519.00,90.00,0.32,-0.09,-9.91,-16.84,-6.31,-1.89,55.36,-4.60,-8.52,67
783211,4.55,82.35,91631.20,519.00,90.00,0.30,-0.12,-9.96,-16.81,-6.31,-1.89,54.83,-5.84,-10.06,67
783735,4.55,82.35,91629.58,497.00,90.00,0.32,-0.08,-9.98,-16.78,-6.31,-1.89,55.71,-4.60,-9.54,67
784257,4.55,82.35,91630.89,497.00,90.00,0.32,-0.09,-9.97,-16.90,-6.37,-1.92,55.36,-6.01,-9.89,67
784779,4.55,82.35,91629.41,497.00,90.00,0.32,-0.10,-9.96,-16.78,-6.31,-1.92,55.36,-5.31,-9.20,67
785300,4.55,82.33,91626.41,505.00,90.00,0.30,-0.10,-9.93,-16.78,-6.34,-1.92,55.89,-4.42,-9.71,67
785828,4.55,82.33,91630.72,505.00,90.00,0.30,-0.10,-9.98,-16.81,-6.28,-1.92,56.94,-4.42,-10.40,67
786348,4.55,82.33,91630.41,505.00,90.00,0.31,-0.09,-9.93,-16.87,-6.28,-1.95,56.59,-3.36,-9.37,67
786871,4.55,82.33,91629.23,505.00,91.00,0.31,-0.10,-10.01,-16.78,-6.25,-1.92,55.36,-5.31,-8.18,67
787393,4.55,82.25,91628.41,502.00,90.00,0.34,-0.11,-9.91,-16.84,-6.28,-1.92,55.53,-4.42,-8.69,67
787917,4.55,82.25,91626.59,502.00,91.00,0.30,-0.10,-9.97,-16.78,-6.28,-1.89,55.89,-5.13,-8.69,67
788479,4.55,82.25,91627.58,497.00,90.00,0.32,-0.10,-9.95,-16.81,-6.28,-1.89,55.53,-4.07,-10.06,67
789005,4.55,82.25,91626.93,497.00,90.00,0.34,-0.11,-10.00,-16.84,-6.25,-1.89,55.00,-4.95,-9.20,67
789526,4.55,82.25,91625.94,497.00,90.00,0.32,-0.11,-9.97,-16.84,-6.28,-1.86,54.12,-4.78,-9.03,67
790049,4.55,82.20,91624.47,497.00,90.00,0.34,-0.11,-9.98,-16.90,-6.25,-1.83,57.30,-4.78,-8.35,67
790569,4.55,82.20,91627.44,497.00,91.00,0.30,-0.09,-9.95,-16.87,-6.28,-1.86,55.36,-6.37,-8.18,67
791092,4.55,82.20,91628.41,497.00,91.00,0.34,-0.10,-9.93,-16.84,-6.22,-1.89,55.89,-4.42,-9.37,67
791623,4.55,82.20,91626.42,497.00,90.00,0.30,-0.10,-9.93,-16.81,-6.31,-1.86,55.71,-4.60,-9.89,67
792145,4.55,82.15,91624.76,502.00,90.00,0.31,-0.07,-10.01,-16.90,-6.28,-1.92,54.65,-3.89,-9.89,67
792669,4.55,82.15,91625.77,502.00,90.00,0.34,-0.09,-9.90,-16.90,-6.31,-1.92,55.18,-5.13,-10.06,67
793191,4.55,82.15,91626.75,530.00,90.00,0.32,-0.10,-9.96,-16.84,-6.28,-1.77,53.59,-6.37,-8.18,67
793714,4.55,82.15,91626.09,530.00,91.00,0.32,-0.13,-9.96,-16.81,-6.25,-1.86,54.65,-4.95,-8.52,67
794240,4.55,82.15,91627.58,530.00,90.00,0.30,-0.09,-9.96,-16.81,-6.28,-1.83,54.48,-5.48,-9.37,67
794763,4.55,82.07,91622.47,502.00,90.00,0.31,-0.10,-9.95,-16.81,-6.28,-1.89,54.30,-5.31,-9.20,67
795283,4.55,82.07,91622.80,502.00,90.00,0.30,-0.09,-9.96,-16.84,-6.31,-1.89,54.30,-4.95,-9.89,67
795807,4.55,82.07,91623.96,477.00,92.00,0.33,-0.10,-9.95,-16.90,-6.34,-1.89,55.36,-4.60,-7.84,67
796328,4.55,82.07,91625.61,477.00,91.00,0.33,-0.06,-9.91,-16.81,-6.34,-1.92,56.77,-4.95,-8.86,67
796856,4.55,81.89,91627.09,456.00,90.00,0.32,-0.12,-9.92,-16.78,-6.31,-1.89,55.89,-4.78,-8.69,67
797380,4.55,81.89,91626.10,456.00,90.00,0.29,-0.14,-9.96,-16.81,-6.28,-1.89,55.18,-4.78,-10.06,67
797903,4.55,81.89,91626.94,444.00,91.00,0.30,-0.11,-9.97,-16.84,-6.31,-1.98,56.41,-4.95,-8.52,67
798426,4.55,81.89,91623.28,444.00,90.00,0.29,-0.11,-9.94,-16.84,-6.25,-1.89,55.36,-4.25,-9.54,67
798948,4.55,81.89,91624.61,444.00,90.00,0.33,-0.08,-9.96,-16.81,-6.31,-1.83,54.83,-4.07,-9.37,67
799475,4.55,81.80,91625.77,435.00,90.00,0.33,-0.10,-9.96,-16.81,-6.28,-1.86,55.36,-4.95,-9.20,67
799995,4.55,81.80,91622.95,435.00,90.00,0.31,-0.09,-10.02,-16.84,-6.25,-1.92,55.89,-3.71,-9.03,67
800520,4.55,81.80,91628.74,432.00,90.00,0.30,-0.08,-9.95,-16.78,-6.25,-1.92,56.06,-4.60,-9.20,67
801041,4.55,81.80,91626.41,432.00,90.00,0.32,-0.11,-9.91,-16.87,-6.31,-1.86,54.30,-5.66,-7.84,67
801566,4.55,81.80,91628.06,441.00,90.00,0.29,-0.11,-9.95,-16.81,-6.31,-1.89,55.89,-4.78,-8.35,67
802091,4.55,81.80,91624.77,441.00,90.00,0.32,-0.08,-9.96,-16.81,-6.28,-1.89,55.00,-5.66,-9.20,67
802616,4.55,81.80,91628.89,441.00,90.00,0.30,-0.08,-9.89,-16.84,-6.31,-1.92,55.00,-6.37,-9.20,67
803138,4.55,81.80,91627.23,441.00,90.00,0.29,-0.10,-9.93,-16.81,-6.28,-1.95,56.24,-4.78,-9.37,67
803660,4.55,81.80,91625.27,441.00,90.00,0.29,-0.09,-9.96,-16.81,-6.31,-1.89,55.36,-4.95,-10.23,67
804182,4.55,81.76,91625.58,441.00,90.00,0.32,-0.09,-9.93,-16.81,-6.34,-1.92,55.00,-4.95,-10.23,67
804704,4.55,81.76,91627.24,441.00,90.00,0.31,-0.11,-9.93,-16.81,-6.28,-1.98,54.65,-6.01,-9.20,67
805232,4.55,81.76,91627.73,435.00,91.00,0.30,-0.10,-9.95,-16.81,-6.28,-1.89,53.77,-5.84,-9.71,67
805753,4.55,81.76,91628.56,435.00,89.00,0.29,-0.10,-9.96,-16.78,-6.34,-1.86,54.65,-6.37,-8.52,67
806276,4.53,81.70,91625.09,432.00,90.00,0.31,-0.08,-9.96,-16.84,-6.28,-1.95,54.48,-6.19,-11.08,67
806796,4.53,81.70,91628.73,432.00,90.00,0.33,-0.10,-9.93,-16.81,-6.28,-1.89,54.48,-5.84,-9.37,67
807321,4.53,81.70,91627.91,421.00,90.00,0.31,-0.12,-9.94,-16.81,-6.31,-1.89,54.65,-4.60,-9.20,67
807847,4.53,81.70,91629.56,421.00,91.00,0.30,-0.10,-9.97,-16.81,-6.28,-1.89,56.06,-5.66,-8.86,67
808369,4.53,81.70,91625.44,421.00,90.00,0.33,-0.07,-9.95,-16.84,-6.34,-1.86,56.06,-5.31,-7.84,67
808891,4.51,81.53,91624.77,432.00,90.00,0.34,-0.10,-9.90,-16.81,-6.25,-1.86,55.18,-5.13,-9.37,67
809412,4.51,81.53,91625.77,432.00,90.00,0.34,-0.09,-9.94,-16.78,-6.28,-1.89,55.18,-4.42,-9.03,67
809935,4.51,81.53,91627.60,435.00,90.00,0.30,-0.08,-9.94,-16.87,-6.28,-1.83,55.00,-5.31,-8.86,67
810479,4.51,81.53,91625.94,435.00,91.00,0.31,-0.09,-9.94,-16.84,-6.28,-1.89,56.06,-5.66,-8.52,67
811005,4.50,81.47,91624.94,435.00,90.00,0.31,-0.08,-9.94,-16.87,-6.28,-1.89,55.18,-3.71,-9.37,67
811528,4.50,81.47,91624.94,435.00,90.00,0.30,-0.08,-9.93,-16.81,-6.28,-1.92,53.42,-5.48,-7.33,67
812051,4.50,81.47,91627.59,432.00,91.00,0.29,-0.11,-9.96,-16.84,-6.28,-1.89,53.95,-4.60,-9.20,67
812573,4.50,81.47,91628.41,432.00,90.00,0.30,-0.11,-9.93,-16.87,-6.31,-1.89,53.95,-5.66,-7.50,67
813100,4.50,81.47,91628.41,432.00,90.00,0.30,-0.11,-9.98,-16.81,-6.28,-1.89,55.89,-4.78,-9.03,67
