tempo(ms),temperatura(C),umidade(%),pressao(Pa),co2(ppm),luminosidade(%),acelX(m/s2),accelY,acelZ,giroX(graus/s),giroY,giroZ,magX(uT),magY,magZ,bateria(%)
0,6.62,72.69,91597.68,478.00,92.00,0.31,-0.14,-9.90,-16.96,-6.19,-1.80,55.36,-5.66,-10.23,72
524,6.62,72.69,91604.65,478.00,93.00,0.30,-0.15,-9.89,-17.02,-6.22,-1.89,56.24,-4.42,-8.35,72
1044,6.62,72.69,91598.19,478.00,92.00,0.33,-0.15,-9.91,-16.90,-6.22,-1.80,55.53,-5.48,-9.03,72
1564,6.61,72.82,91600.27,834.00,93.00,0.31,-0.13,-9.92,-16.96,-6.25,-1.86,54.48,-4.07,-9.71,72
2090,6.61,72.82,91600.33,834.00,92.00,0.32,-0.16,-9.93,-16.96,-6.22,-1.80,54.30,-3.18,-9.89,73
2610,6.61,72.82,91601.98,778.00,92.00,0.31,-0.15,-9.91,-17.02,-6.19,-1.80,54.30,-4.95,-9.20,73
3127,6.61,72.82,91597.50,778.00,92.00,0.31,-0.14,-9.93,-16.96,-6.19,-1.89,55.36,-4.25,-9.54,73
3643,6.61,72.82,91601.01,778.00,92.00,0.31,-0.15,-9.96,-16.90,-6.16,-1.89,55.36,-4.95,-9.20,74
4157,6.61,72.93,91599.72,717.00,92.00,0.32,-0.15,-9.87,-16.93,-6.16,-1.83,55.71,-4.95,-8.86,74
4673,6.61,72.93,91601.34,717.00,93.00,0.31,-0.14,-9.93,-17.02,-6.25,-1.89,55.71,-4.95,-9.89,75
5192,6.61,72.93,91601.16,710.00,93.00,0.32,-0.14,-9.90,-16.99,-6.22,-1.86,55.36,-6.01,-9.54,75
5708,6.61,72.93,91600.66,710.00,92.00,0.31,-0.11,-9.90,-16.90,-6.25,-1.86,54.30,-4.60,-9.20,75
6224,6.61,73.04,91602.13,682.00,93.00,0.32,-0.14,-9.91,-16.96,-6.19,-1.80,55.36,-4.60,-8.86,76
6740,6.61,73.04,91604.30,682.00,92.00,0.31,-0.14,-9.94,-16.99,-6.22,-1.89,54.83,-5.13,-10.40,76
7255,6.61,73.04,91600.34,694.00,93.00,0.32,-0.12,-9.97,-16.96,-6.25,-1.83,55.00,-6.72,-8.18,77
7775,6.61,73.04,91603.78,694.00,93.00,0.30,-0.12,-9.94,-16.93,-6.22,-1.86,55.00,-3.89,-8.52,77
8292,6.61,73.04,91605.28,694.00,92.00,0.31,-0.14,-9.93,-16.96,-6.22,-1.86,55.89,-5.13,-9.37,77
8808,6.62,73.07,91604.85,674.00,93.00,0.29,-0.15,-9.92,-16.96,-6.28,-1.89,56.24,-5.48,-9.37,78
9325,6.62,73.07,91604.98,674.00,93.00,0.31,-0.15,-9.90,-17.02,-6.19,-1.83,54.83,-5.48,-9.71,78
9839,6.62,73.07,91606.45,653.00,94.00,0.31,-0.16,-9.91,-16.96,-6.19,-1.86,56.06,-5.66,-10.23,79
10360,6.62,73.07,91602.31,653.00,93.00,0.30,-0.14,-9.91,-16.93,-6.19,-1.80,55.00,-3.89,-9.20,79
10875,6.63,73.09,91599.50,666.00,94.00,0.32,-0.15,-9.89,-16.96,-6.19,-1.89,54.65,-4.60,-10.57,79
11391,6.63,73.09,91602.66,666.00,93.00,0.32,-0.14,-9.88,-16.99,-6.25,-1.80,55.71,-4.60,-9.54,79
11909,6.63,73.09,91603.00,666.00,93.00,0.30,-0.13,-9.93,-16.99,-6.22,-1.83,55.71,-4.60,-8.86,79
12426,6.63,73.09,91602.16,666.00,93.00,0.30,-0.15,-9.93,-16.93,-6.19,-1.77,54.30,-4.95,-9.54,79
12946,6.63,73.09,91606.31,666.00,93.00,0.30,-0.14,-9.94,-16.93,-6.22,-1.83,54.30,-3.54,-9.54,79
13462,6.62,73.14,91603.53,659.00,93.00,0.33,-0.16,-9.95,-17.05,-6.16,-1.80,56.24,-5.48,-9.37,79
13978,6.62,73.14,91603.32,659.00,93.00,0.31,-0.15,-9.91,-16.93,-6.22,-1.95,56.24,-3.71,-9.03,79
14492,6.62,73.14,91603.82,653.00,93.00,0.30,-0.14,-9.92,-16.96,-6.22,-1.80,56.41,-5.31,-8.52,79
15008,6.62,73.14,91604.48,653.00,93.00,0.32,-0.11,-9.85,-16.96,-6.25,-1.80,56.41,-3.89,-8.52,79
15522,6.62,73.12,91601.83,640.00,94.00,0.31,-0.17,-9.88,-16.90,-6.19,-1.80,55.18,-5.13,-9.71,79
16043,6.62,73.12,91602.33,640.00,93.00,0.31,-0.14,-9.89,-16.99,-6.22,-1.83,55.89,-5.84,-9.03,79
16559,6.62,73.12,91605.30,640.00,93.00,0.29,-0.12,-9.90,-16.90,-6.19,-1.83,55.00,-6.01,-8.52,79
17075,6.62,73.12,91604.31,640.00,93.00,0.32,-0.15,-9.90,-16.93,-6.22,-1.86,55.53,-4.78,-10.40,79
17591,6.62,73.12,91602.83,640.00,93.00,0.31,-0.15,-9.96,-16.93,-6.25,-1.77,56.41,-5.31,-8.86,79
18107,6.62,73.12,91603.06,640.00,93.00,0.34,-0.13,-9.96,-16.96,-6.19,-1.83,55.18,-5.84,-8.01,79
18628,6.62,73.12,91603.65,640.00,93.00,0.30,-0.15,-9.87,-16.93,-6.16,-1.86,55.00,-4.95,-8.52,79
19144,6.62,73.12,91603.33,633.00,93.00,0.32,-0.13,-9.91,-16.99,-6.22,-1.83,55.53,-4.78,-9.71,79
19660,6.62,73.12,91603.16,633.00,93.00,0.30,-0.14,-9.89,-16.99,-6.25,-1.77,54.30,-4.95,-9.89,79
20174,6.62,73.12,91606.14,633.00,93.00,0.31,-0.12,-9.93,-16.99,-6.16,-1.77,54.65,-4.25,-10.57,79
20690,6.62,73.12,91607.84,624.00,93.00,0.29,-0.19,-9.90,-16.93,-6.22,-1.89,54.12,-5.84,-10.74,79
21235,6.62,73.12,91604.16,624.00,93.00,0.28,-0.13,-9.93,-17.02,-6.19,-1.86,55.89,-4.07,-9.71,79
21763,6.62,73.12,91602.98,624.00,94.00,0.31,-0.13,-9.93,-16.90,-6.22,-1.83,56.06,-4.25,-9.20,79
22283,6.62,73.12,91605.44,624.00,93.00,0.33,-0.14,-9.89,-16.90,-6.25,-1.80,53.95,-4.95,-9.54,79
22806,6.63,73.09,91602.08,646.00,93.00,0.32,-0.13,-9.91,-16.99,-6.19,-1.83,56.41,-3.89,-9.20,79
23330,6.63,73.09,91604.80,646.00,93.00,0.30,-0.14,-9.88,-16.99,-6.25,-1.86,55.36,-4.95,-9.54,79
23853,6.63,73.09,91602.16,633.00,93.00,0.29,-0.15,-9.89,-17.08,-6.12,-1.77,55.36,-3.54,-9.54,79
24379,6.63,73.09,91605.63,633.00,93.00,0.30,-0.13,-9.91,-16.96,-6.25,-1.77,55.71,-4.60,-8.86,79
24901,6.63,73.09,91605.61,633.00,93.00,0.29,-0.14,-9.94,-16.93,-6.28,-1.83,56.77,-3.89,-9.89,79
25424,6.65,73.07,91602.00,617.00,93.00,0.32,-0.12,-9.93,-16.93,-6.19,-1.83,54.30,-6.37,-8.86,79
25947,6.65,73.07,91604.14,617.00,93.00,0.30,-0.11,-9.89,-16.96,-6.22,-1.83,54.65,-5.31,-10.23,79
26470,6.65,73.07,91604.14,611.00,94.00,0.32,-0.15,-9.91,-17.05,-6.19,-1.89,55.71,-4.95,-8.86,79
26996,6.65,73.07,91598.50,611.00,93.00,0.32,-0.12,-9.90,-17.02,-6.22,-1.80,55.00,-5.31,-9.54,79
27520,6.63,73.04,91604.22,602.00,93.00,0.33,-0.12,-9.90,-16.90,-6.25,-1.86,56.06,-3.89,-10.23,79
28041,6.63,73.04,91606.14,602.00,93.00,0.30,-0.12,-9.93,-16.96,-6.22,-1.80,56.06,-3.89,-8.86,79
28564,6.63,73.04,91602.50,602.00,94.00,0.32,-0.12,-9.89,-16.93,-6.25,-1.80,56.06,-3.89,-9.54,79
29084,6.63,73.04,91606.97,602.00,93.00,0.31,-0.13,-9.93,-16.93,-6.25,-1.83,55.00,-4.95,-9.89,79
29612,6.63,73.04,91605.65,602.00,93.00,0.31,-0.12,-9.88,-16.99,-6.25,-1.89,56.59,-3.36,-10.06,79
30139,6.61,73.04,91604.18,602.00,93.00,0.30,-0.14,-9.91,-16.96,-6.25,-1.74,54.65,-4.25,-9.20,79
30661,6.61,73.04,91604.48,602.00,93.00,0.33,-0.15,-9.89,-16.96,-6.19,-1.80,56.24,-4.78,-9.71,79
31182,6.61,73.04,91602.66,594.00,94.00,0.30,-0.14,-9.95,-16.96,-6.22,-1.80,54.12,-4.07,-9.03,79
31704,6.61,73.04,91604.16,594.00,93.00,0.31,-0.17,-9.92,-16.96,-6.16,-1.89,55.53,-5.13,-8.69,79
32232,6.59,73.09,91603.78,588.00,93.00,0.31,-0.15,-9.96,-16.90,-6.25,-1.80,54.12,-4.42,-8.69,79
32753,6.59,73.09,91605.19,588.00,93.00,0.29,-0.12,-10.00,-16.93,-6.16,-1.77,56.77,-5.31,-9.20,79
33276,6.59,73.09,91608.00,617.00,93.00,0.30,-0.11,-9.91,-16.90,-6.16,-1.77,55.89,-4.42,-10.06,79
33796,6.59,73.09,91605.56,617.00,93.00,0.30,-0.14,-9.89,-16.93,-6.22,-1.80,56.24,-4.42,-9.37,79
34320,6.59,73.09,91603.06,617.00,93.00,0.29,-0.12,-9.93,-16.99,-6.16,-1.77,55.00,-4.60,-9.54,79
34841,6.52,73.20,91606.75,553.00,92.00,0.29,-0.14,-9.90,-16.96,-6.22,-1.83,56.77,-4.60,-9.54,79
35369,6.52,73.20,91605.59,553.00,92.00,0.30,-0.12,-9.88,-16.96,-6.19,-1.89,54.83,-5.48,-9.71,79
35891,6.52,73.20,91602.76,553.00,93.00,0.32,-0.11,-9.95,-16.99,-6.25,-1.83,55.89,-4.42,-9.03,79
36413,6.52,73.20,91605.09,553.00,92.00,0.29,-0.14,-9.92,-16.99,-6.16,-1.77,55.53,-3.01,-8.35,79
36936,6.46,73.48,91600.08,556.00,93.00,0.33,-0.13,-9.89,-16.96,-6.19,-1.86,55.36,-6.01,-8.52,79
37458,6.46,73.48,91605.80,556.00,92.00,0.31,-0.14,-9.95,-16.99,-6.28,-1.77,55.18,-4.78,-8.35,79
37986,6.46,73.48,91605.61,565.00,93.00,0.29,-0.14,-9.92,-16.96,-6.25,-1.89,55.18,-4.07,-9.37,79
38506,6.46,73.48,91605.63,565.00,93.00,0.31,-0.12,-9.94,-16.96,-6.22,-1.74,55.18,-4.42,-10.40,79
39030,6.46,73.48,91603.80,565.00,93.00,0.30,-0.13,-9.94,-16.96,-6.25,-1.86,54.65,-4.25,-9.20,79
39551,6.41,73.67,91605.02,556.00,92.00,0.31,-0.11,-9.90,-16.93,-6.22,-1.80,54.12,-3.71,-9.71,79
40074,6.41,73.67,91605.84,556.00,92.00,0.29,-0.16,-9.90,-16.93,-6.22,-1.80,55.53,-5.48,-11.08,79
40600,6.41,73.67,91607.17,556.00,92.00,0.30,-0.12,-9.89,-16.96,-6.25,-1.83,55.18,-3.71,-9.37,79
41123,6.41,73.67,91607.16,556.00,92.00,0.31,-0.11,-9.92,-16.87,-6.16,-1.89,56.06,-4.95,-9.54,79
41646,6.35,73.88,91603.31,530.00,92.00,0.31,-0.12,-9.93,-16.96,-6.22,-1.86,55.00,-5.66,-8.86,79
42168,6.35,73.88,91604.72,530.00,93.00,0.30,-0.14,-9.95,-16.93,-6.22,-1.77,55.36,-5.31,-9.54,79
42690,6.35,73.88,91605.70,520.00,93.00,0.31,-0.12,-9.94,-16.87,-6.19,-1.89,55.36,-6.72,-10.23,79
43234,6.35,73.88,91605.09,520.00,92.00,0.32,-0.12,-9.93,-16.93,-6.22,-1.80,55.18,-4.42,-9.71,79
43761,6.35,73.88,91604.09,520.00,93.00,0.31,-0.15,-9.96,-16.93,-6.16,-1.83,55.53,-5.48,-9.37,79
44283,6.28,73.98,91606.13,530.00,93.00,0.30,-0.13,-9.92,-17.02,-6.19,-1.83,56.41,-3.89,-9.54,79
44805,6.28,73.98,91606.56,530.00,92.00,0.32,-0.15,-9.93,-16.96,-6.25,-1.89,55.89,-4.07,-9.37,79
45329,6.28,73.98,91605.57,530.00,93.00,0.30,-0.15,-9.93,-16.90,-6.22,-1.83,54.65,-5.31,-9.89,79
45852,6.28,73.98,91606.44,530.00,93.00,0.32,-0.11,-9.92,-16.93,-6.28,-1.95,55.53,-5.13,-7.67,79
46378,6.24,74.06,91600.91,515.00,92.00,0.30,-0.13,-9.93,-16.93,-6.22,-1.80,55.18,-4.78,-9.37,79
46901,6.24,74.06,91604.83,515.00,93.00,0.30,-0.10,-9.91,-16.93,-6.22,-1.86,55.36,-4.60,-9.20,79
47424,6.24,74.06,91603.51,505.00,93.00,0.29,-0.13,-9.87,-16.81,-6.25,-1.86,55.18,-4.78,-10.06,79
47948,6.24,74.06,91605.64,505.00,93.00,0.29,-0.14,-9.94,-16.93,-6.31,-1.86,54.83,-4.07,-10.40,79
48468,6.24,74.06,91606.47,505.00,92.00,0.31,-0.13,-9.90,-16.90,-6.25,-1.83,56.59,-4.07,-11.08,79
48994,6.15,74.08,91606.52,500.00,92.00,0.31,-0.13,-9.89,-16.90,-6.31,-1.89,55.71,-4.25,-9.20,79
49515,6.15,74.08,91608.16,500.00,92.00,0.31,-0.12,-9.93,-16.90,-6.22,-1.86,55.00,-3.54,-9.89,79
50037,6.15,74.08,91608.01,500.00,92.00,0.30,-0.15,-9.93,-16.90,-6.22,-1.86,53.95,-3.18,-9.54,79
50560,6.15,74.08,91606.34,500.00,93.00,0.31,-0.11,-9.94,-16.93,-6.25,-1.80,54.48,-3.36,-10.06,79
51082,6.09,74.02,91603.98,488.00,93.00,0.31,-0.12,-9.95,-16.90,-6.22,-1.83,55.71,-4.25,-9.20,79
51609,6.09,74.02,91605.23,488.00,92.00,0.33,-0.14,-9.93,-16.96,-6.25,-1.86,54.65,-4.60,-9.54,79
52131,6.09,74.02,91603.89,488.00,93.00,0.32,-0.13,-9.87,-16.87,-6.25,-1.83,56.24,-4.78,-8.69,79
52655,6.09,74.02,91607.38,488.00,93.00,0.33,-0.12,-9.97,-16.93,-6.28,-1.86,55.36,-4.60,-8.86,79
53175,6.09,74.02,91602.92,488.00,93.00,0.32,-0.13,-9.93,-16.93,-6.28,-1.83,55.53,-4.42,-10.06,79
53698,6.03,74.18,91602.15,478.00,93.00,0.30,-0.16,-9.92,-16.93,-6.25,-1.83,55.00,-3.89,-9.54,79
54218,6.03,74.18,91602.81,478.00,93.00,0.30,-0.11,-9.96,-16.84,-6.22,-1.89,55.18,-4.42,-10.06,79
54740,6.03,74.18,91604.27,483.00,94.00,0.31,-0.15,-9.93,-16.93,-6.22,-1.86,56.06,-4.60,-10.57,79
55260,6.03,74.18,91608.39,483.00,93.00,0.32,-0.10,-9.96,-16.99,-6.25,-1.89,56.59,-5.48,-8.69,79
55784,6.00,74.42,91602.72,478.00,93.00,0.32,-0.11,-9.94,-16.99,-6.19,-1.80,56.06,-2.83,-9.89,79
56306,6.00,74.42,91605.77,478.00,93.00,0.30,-0.11,-9.91,-16.93,-6.19,-1.83,55.18,-4.78,-9.71,79
56829,6.00,74.42,91605.80,483.00,93.00,0.34,-0.14,-9.91,-16.90,-6.19,-1.86,54.83,-4.78,-9.03,79
57354,6.00,74.42,91605.47,483.00,93.00,0.33,-0.13,-9.95,-16.99,-6.22,-1.86,54.48,-5.84,-9.03,79
57894,6.00,74.42,91607.13,483.00,93.00,0.31,-0.11,-9.96,-16.90,-6.19,-1.86,55.71,-3.54,-9.20,79
58452,5.97,74.63,91605.02,473.00,92.00,0.34,-0.11,-9.97,-16.87,-6.25,-1.86,55.00,-4.60,-8.86,79
58974,5.97,74.63,91605.02,473.00,93.00,0.27,-0.14,-9.96,-16.84,-6.25,-1.86,56.41,-5.66,-9.20,79
59496,5.97,74.63,91607.80,473.00,93.00,0.29,-0.09,-9.91,-16.93,-6.22,-1.86,54.83,-5.13,-8.69,79
60023,5.97,74.63,91607.97,473.00,93.00,0.30,-0.14,-9.92,-16.93,-6.25,-1.89,56.06,-3.89,-8.52,79
60547,5.93,74.78,91604.30,461.00,93.00,0.29,-0.13,-9.95,-16.87,-6.22,-1.86,54.48,-5.48,-8.35,79
61068,5.93,74.78,91604.70,461.00,93.00,0.28,-0.09,-9.90,-16.96,-6.19,-1.92,55.53,-5.13,-9.03,79
61593,5.93,74.78,91605.70,442.00,93.00,0.31,-0.14,-9.91,-16.93,-6.22,-1.83,56.59,-4.78,-8.35,79
62113,5.93,74.78,91604.91,442.00,93.00,0.34,-0.13,-9.96,-16.90,-6.25,-1.86,54.65,-5.66,-9.89,79
62641,5.93,74.78,91606.91,442.00,93.00,0.29,-0.12,-9.95,-16.96,-6.22,-1.86,55.36,-4.25,-9.89,79
63164,5.85,74.97,91605.45,456.00,93.00,0.29,-0.12,-9.89,-16.93,-6.28,-1.83,55.18,-3.71,-8.01,79
63720,5.85,74.97,91608.42,451.00,93.00,0.34,-0.13,-9.91,-16.87,-6.22,-1.80,55.53,-4.78,-9.71,79
64244,5.85,74.97,91606.13,451.00,93.00,0.29,-0.11,-9.90,-16.90,-6.22,-1.86,55.53,-4.42,-9.37,79
64767,5.85,74.97,91606.47,451.00,93.00,0.30,-0.11,-9.99,-16.87,-6.19,-1.77,57.30,-3.71,-8.35,79
65289,5.82,75.07,91602.86,451.00,93.00,0.33,-0.11,-9.90,-16.87,-6.25,-1.83,54.83,-3.71,-9.71,79
65833,5.82,75.07,91603.66,451.00,93.00,0.30,-0.10,-9.96,-16.87,-6.22,-1.83,54.48,-4.78,-9.03,79
66360,5.82,75.07,91607.78,451.00,93.00,0.30,-0.15,-9.99,-16.93,-6.28,-1.86,54.65,-5.66,-9.20,79
66882,5.82,75.07,91607.76,451.00,93.00,0.29,-0.12,-9.94,-16.87,-6.25,-1.83,55.18,-4.07,-9.20,79
67405,5.82,75.07,91605.46,451.00,93.00,0.32,-0.11,-9.95,-16.90,-6.22,-1.89,56.06,-5.31,-9.20,79
67927,5.81,75.23,91604.52,451.00,93.00,0.28,-0.11,-9.93,-16.90,-6.22,-1.89,54.30,-4.60,-7.50,79
68490,5.81,75.23,91606.30,451.00,93.00,0.30,-0.12,-9.94,-16.87,-6.22,-1.86,55.53,-5.84,-10.74,79
69010,5.81,75.23,91608.61,451.00,92.00,0.28,-0.13,-9.87,-16.87,-6.25,-1.86,54.30,-3.18,-8.18,79
69533,5.81,75.23,91610.11,451.00,93.00,0.30,-0.15,-9.93,-16.87,-6.22,-1.86,56.59,-4.42,-9.37,79
70054,5.80,75.36,91607.19,446.00,93.00,0.32,-0.15,-9.94,-16.93,-6.16,-1.83,54.30,-3.54,-9.89,79
70577,5.80,75.36,91606.30,446.00,92.00,0.32,-0.14,-9.98,-16.90,-6.28,-1.80,54.65,-3.89,-9.54,79
71103,5.80,75.36,91606.14,473.00,93.00,0.34,-0.11,-9.95,-16.87,-6.19,-1.83,55.36,-4.95,-9.89,79
71629,5.80,75.36,91608.94,473.00,93.00,0.32,-0.11,-9.89,-16.90,-6.19,-1.95,55.89,-4.78,-8.35,79
72153,5.80,75.36,91608.94,473.00,93.00,0.32,-0.11,-9.89,-16.90,-6.19,-1.95,55.18,-4.42,-8.35,79
72677,5.79,75.50,91608.98,442.00,92.00,0.34,-0.16,-9.93,-16.93,-6.25,-1.83,55.71,-7.08,-9.20,79
73199,5.79,75.50,91609.45,442.00,92.00,0.31,-0.10,-9.95,-16.87,-6.25,-1.80,54.83,-4.78,-9.37,79
73760,5.79,75.50,91612.59,442.00,92.00,0.28,-0.08,-9.96,-16.84,-6.28,-1.86,56.06,-4.95,-8.86,79
74285,5.79,75.50,91611.10,442.00,93.00,0.29,-0.11,-9.94,-16.90,-6.19,-1.77,55.36,-4.25,-8.52,79
74805,5.77,75.54,91608.00,446.00,93.00,0.30,-0.11,-9.91,-16.93,-6.25,-1.89,55.00,-3.89,-11.25,79
75328,5.77,75.54,91610.43,446.00,92.00,0.30,-0.13,-9.95,-16.87,-6.25,-1.86,54.65,-4.60,-8.86,79
75850,5.77,75.54,91609.27,442.00,93.00,0.29,-0.12,-9.89,-16.87,-6.31,-1.86,55.89,-4.42,-9.71,79
76374,5.77,75.54,91609.27,442.00,92.00,0.30,-0.11,-9.90,-16.90,-6.22,-1.86,54.65,-3.89,-8.52,79
76900,5.76,75.65,91609.94,436.00,93.00,0.32,-0.11,-9.90,-16.84,-6.22,-1.95,55.18,-4.07,-10.74,79
77422,5.76,75.65,91608.47,436.00,92.00,0.30,-0.10,-9.92,-16.87,-6.28,-1.86,55.53,-5.13,-9.37,79
77945,5.76,75.65,91607.82,436.00,93.00,0.32,-0.12,-9.92,-16.87,-6.22,-1.83,55.00,-5.66,-9.54,79
78468,5.76,75.65,91608.97,436.00,93.00,0.30,-0.12,-9.90,-16.93,-6.22,-1.86,56.06,-4.25,-9.54,79
79027,5.76,75.65,91607.52,436.00,92.00,0.32,-0.11,-9.93,-16.84,-6.22,-1.86,55.89,-5.13,-9.37,78
79554,5.74,75.75,91603.42,434.00,93.00,0.30,-0.10,-9.93,-16.90,-6.12,-1.89,54.83,-3.36,-8.35,78
80078,5.74,75.75,91606.72,434.00,93.00,0.32,-0.12,-9.96,-16.93,-6.25,-1.86,55.36,-5.66,-9.89,79
80598,5.74,75.75,91606.86,434.00,92.00,0.33,-0.13,-9.93,-16.90,-6.22,-1.95,55.00,-5.66,-9.54,79
81121,5.74,75.75,91609.35,434.00,92.00,0.31,-0.14,-9.95,-16.96,-6.22,-1.83,56.94,-4.07,-8.69,79
81641,5.70,75.89,91604.72,434.00,94.00,0.33,-0.13,-9.94,-16.90,-6.22,-1.86,53.77,-5.48,-9.37,79
82168,5.70,75.89,91606.58,434.00,93.00,0.30,-0.15,-9.93,-16.99,-6.19,-1.80,55.18,-4.42,-10.06,79
82690,5.70,75.89,91606.41,434.00,92.00,0.32,-0.12,-9.87,-16.87,-6.16,-1.86,55.71,-5.31,-9.54,79
83212,5.70,75.89,91608.25,434.00,92.00,0.34,-0.09,-10.00,-16.87,-6.28,-1.89,55.18,-4.07,-10.40,79
83735,5.70,75.89,91608.23,434.00,93.00,0.32,-0.11,-9.91,-16.93,-6.25,-1.83,54.83,-4.78,-9.37,79
84293,5.68,76.02,91605.64,434.00,92.00,0.33,-0.11,-9.91,-16.93,-6.25,-1.83,53.95,-5.31,-9.20,79
84820,5.68,76.02,91605.92,434.00,93.00,0.31,-0.14,-9.93,-16.87,-6.31,-1.89,54.65,-5.66,-9.89,79
85340,5.68,76.02,91605.29,434.00,93.00,0.29,-0.11,-9.96,-16.84,-6.22,-1.86,55.36,-5.31,-9.89,79
85865,5.68,76.02,91604.45,434.00,93.00,0.33,-0.13,-9.94,-16.87,-6.28,-1.80,55.00,-4.60,-9.54,79
86385,5.65,76.07,91606.42,416.00,92.00,0.32,-0.14,-9.92,-16.90,-6.22,-1.89,54.12,-4.78,-8.69,79
86908,5.65,76.07,91607.78,416.00,93.00,0.30,-0.13,-9.92,-16.90,-6.22,-1.86,55.89,-5.13,-9.71,79
87428,5.65,76.07,91606.13,421.00,92.00,0.30,-0.12,-9.97,-16.90,-6.22,-1.83,56.24,-4.78,-9.37,79
87983,5.65,76.07,91605.77,421.00,92.00,0.34,-0.11,-9.91,-16.93,-6.28,-1.80,55.36,-3.89,-8.86,79
88544,5.65,76.07,91606.28,421.00,93.00,0.30,-0.11,-9.97,-16.87,-6.22,-1.86,54.12,-4.07,-9.71,79
89067,5.59,76.18,91606.97,442.00,92.00,0.31,-0.13,-9.93,-16.93,-6.25,-1.86,56.41,-5.31,-9.54,79
89587,5.59,76.18,91606.63,442.00,93.00,0.31,-0.11,-9.93,-16.87,-6.25,-1.86,55.18,-3.36,-8.35,79
90111,5.59,76.18,91609.73,416.00,92.00,0.31,-0.11,-9.93,-16.90,-6.28,-1.92,54.83,-4.42,-9.37,79
90637,5.59,76.18,91607.44,416.00,92.00,0.31,-0.15,-9.95,-16.87,-6.22,-1.89,54.83,-4.78,-8.69,79
91159,5.59,76.29,91608.49,414.00,93.00,0.30,-0.09,-9.90,-16.93,-6.22,-1.86,55.18,-3.71,-8.69,79
91681,5.59,76.29,91607.09,414.00,93.00,0.33,-0.11,-9.93,-16.93,-6.28,-1.92,56.94,-5.84,-8.01,78
92203,5.59,76.29,91606.45,421.00,93.00,0.32,-0.13,-9.92,-16.90,-6.28,-1.80,56.06,-4.95,-9.20,78
92725,5.59,76.29,91605.78,421.00,92.00,0.30,-0.13,-9.93,-16.87,-6.25,-1.89,54.48,-4.42,-9.03,78
93252,5.59,76.29,91609.79,421.00,92.00,0.32,-0.13,-9.93,-16.90,-6.22,-1.86,56.06,-3.89,-8.18,78
93810,5.59,76.28,91610.30,416.00,92.00,0.31,-0.12,-9.95,-16.93,-6.22,-1.89,55.00,-4.95,-9.54,78
94330,5.59,76.28,91608.97,416.00,92.00,0.32,-0.11,-9.96,-16.96,-6.25,-1.86,55.36,-4.25,-8.52,78
94854,5.59,76.28,91611.09,416.00,93.00,0.29,-0.11,-9.96,-16.84,-6.25,-1.86,54.65,-5.31,-9.54,78
95375,5.59,76.28,91608.45,416.00,93.00,0.30,-0.11,-9.98,-16.84,-6.25,-1.83,54.83,-6.19,-8.35,78
95898,5.56,76.33,91609.03,416.00,93.00,0.30,-0.14,-9.93,-16.90,-6.31,-1.83,56.06,-4.95,-10.23,78
96424,5.56,76.33,91609.47,416.00,92.00,0.31,-0.09,-9.95,-16.93,-6.25,-1.86,54.65,-5.31,-8.86,78
96948,5.56,76.33,91611.63,400.00,92.00,0.30,-0.13,-9.97,-16.87,-6.22,-1.83,55.89,-5.84,-8.69,78
97470,5.56,76.33,91610.46,400.00,93.00,0.28,-0.10,-9.91,-16.93,-6.19,-1.83,55.36,-5.66,-9.20,78
97992,5.56,76.33,91609.95,400.00,92.00,0.31,-0.13,-9.90,-16.96,-6.22,-1.86,56.24,-4.07,-9.03,78
98514,5.56,76.36,91609.66,407.00,93.00,0.31,-0.10,-9.96,-16.87,-6.22,-1.83,53.77,-5.13,-9.03,78
99077,5.56,76.36,91611.13,407.00,92.00,0.32,-0.11,-9.98,-16.93,-6.22,-1.89,54.65,-4.95,-9.20,78
99600,5.56,76.36,91608.97,418.00,92.00,0.30,-0.10,-9.91,-16.96,-6.22,-1.89,55.36,-5.31,-10.23,78
100120,5.56,76.36,91612.45,418.00,92.00,0.29,-0.12,-9.90,-16.84,-6.25,-1.80,55.71,-4.25,-9.54,78
100644,5.55,76.39,91605.72,411.00,93.00,0.31,-0.09,-9.94,-16.93,-6.22,-1.89,55.18,-4.78,-9.71,78
101164,5.55,76.39,91612.15,411.00,92.00,0.32,-0.12,-9.95,-16.87,-6.19,-1.86,56.41,-4.25,-8.18,78
101692,5.55,76.39,91610.66,411.00,93.00,0.31,-0.11,-9.92,-16.84,-6.34,-1.89,55.71,-4.95,-9.20,78
102217,5.55,76.39,91609.98,411.00,92.00,0.30,-0.10,-9.90,-16.90,-6.25,-1.86,53.95,-4.25,-7.84,78
102739,5.55,76.39,91609.80,411.00,93.00,0.33,-0.10,-9.91,-16.84,-6.31,-1.86,56.59,-4.42,-9.37,78
103261,5.55,76.36,91608.16,411.00,93.00,0.33,-0.12,-9.92,-16.87,-6.25,-1.92,56.24,-4.78,-9.03,78
103783,5.55,76.36,91609.67,411.00,93.00,0.32,-0.08,-9.94,-16.96,-6.22,-1.83,55.36,-4.95,-9.20,78
104346,5.55,76.36,91611.95,407.00,92.00,0.27,-0.09,-9.97,-16.93,-6.16,-1.95,54.30,-5.31,-10.23,78
104868,5.55,76.36,91608.17,407.00,92.00,0.31,-0.11,-9.90,-16.90,-6.28,-1.80,54.83,-5.48,-9.37,78
